Wavelength Å,Energy keV,Probability  of radiative decay s−1,Probability of autoionization s−1,Branching ratio ,Satellite intensity factor s−1,Source, Source g,Target, Target g, name
Carbon
2.0150E+00,6.1530E+00,9.25E+12,3.22E+13,1.61E+11,2.08E+12,1s 2p2,4,1s2 2p,2,b
2.0180E+00,6.1440E+00,4.14E+14,2.36E+09,1.00E+13,9.46E+09,1s 2s 2p,4,1s2 2s,2,q
2.0194E+00,6.1400E+00,5.33E+14,3.22E+13,9.28E+12,1.20E+14,1s 2p2,4,1s2 2p,4,a
2.0199E+00,6.1380E+00,4.63E+14,6.01E+11,7.62E+12,9.16E+11,1s 2p2,2,1s2 2p,2,d
2.0204E+00,6.1370E+00,2.75E+14,1.23E+14,6.46E+12,3.17E+14,1s 2p2,4,1s2 2p,2,k
2.0205E+00,6.1370E+00,2.82E+14,2.78E+13,9.10E+12,5.06E+13,1s 2s 2p,2,1s2 2s,2,r
2.0234E+00,6.1280E+00,1.88E+14,1.38E+14,5.77E+12,4.77E+14,1s 2p2,6,1s2 2p,4,j
2.0243E+00,6.1250E+00,1.44E+14,6.01E+11,2.37E+12,2.85E+11,1s 2p2,2,1s2 2p,4,c
2.0248E+00,6.1230E+00,2.79E+13,1.23E+14,6.55E+11,3.22E+13,1s 2p2,4,1s2 2p,4,l
2.0281E+00,6.1130E+00,1.60E+10,7.24E+11,1.99E+10,5.75E+09,1s 2p2,4,1s2 2p,2,g
2.0304E+00,6.1070E+00,1.39E+13,1.54E+11,9.83E+12,3.03E+11,1s 2p2,2,1s2 2p,2,i
2.0308E+00,6.1050E+00,2.42E+13,1.79E+13,5.75E+12,6.18E+13,1s 2p2,6,1s2 2p,4,e
2.0320E+00,6.1020E+00,1.10E+13,5.51E+11,9.52E+12,2.10E+12,1s 2s 2p,4,1s2 2s,2,u
2.0325E+00,6.1000E+00,7.30E+12,7.24E+11,9.08E+12,2.63E+12,1s 2p2,4,1s2 2p,4,f
2.0331E+00,6.0990E+00,3.47E+12,7.28E+10,9.79E+12,1.43E+11,1s 2s 2p,2,1s2 2s,2,v
2.0348E+00,6.0930E+00,8.61E+10,1.54E+11,6.11E+10,1.88E+09,1s 2p2,2,1s2 2p,4,h
2.0528E+00,6.0400E+00,7.35E+12,1.34E+14,4.91E+11,1.32E+13,1s 2s2,2,1s2 2p,2,p
2.0573E+00,6.0270E+00,8.14E+12,1.34E+14,5.44E+11,1.46E+13,1s 2s2,2,1s2 2p,4,o


Iron
1.8523E+00,6.6940E+00,1.09E+13,2.52E+13,3.92E+11,1.98E+12,1s 2p2,2,1s2 2p,2,n
1.8563E+00,6.6790E+00,7.78E+11,1.06E+14,7.28E+10,3.09E+12,1s 2s 2p,4,1s2 2s,2,s
1.8566E+00,6.6780E+00,2.43E+14,2.52E+13,8.71E+12,4.39E+13,1s 2p2,2,1s2 2p,4,m
1.8571E+00,6.6760E+00,1.79E+14,7.62E+13,7.01E+12,1.07E+14,1s 2s 2p,2,1s2 2s,2,t
1.8578E+00,6.6740E+00,8.63E+12,3.49E+13,1.30E+11,1.82E+12,1s 2p2,4,1s2 2p,2,b
1.8610E+00,6.6620E+00,4.87E+14,6.71E+10,1.00E+13,2.69E+11,1s 2s 2p,4,1s2 2s,2,q
1.8622E+00,6.6580E+00,6.21E+14,3.49E+13,9.34E+12,1.31E+14,1s 2p2,4,1s2 2p,4,a
1.8628E+00,6.6560E+00,5.44E+14,6.88E+11,7.67E+12,1.06E+12,1s 2p2,2,1s2 2p,2,d
1.8630E+00,6.6550E+00,3.27E+14,1.21E+14,6.71E+12,3.25E+14,1s 2p2,4,1s2 2p,2,k
1.8635E+00,6.6530E+00,3.19E+14,3.05E+13,9.13E+12,5.58E+13,1s 2s 2p,2,1s2 2s,2,r
1.8659E+00,6.6450E+00,2.16E+14,1.35E+14,6.16E+12,4.97E+14,1s 2p2,6,1s2 2p,4,j
1.8672E+00,6.6400E+00,1.65E+14,6.88E+11,2.32E+12,3.20E+11,1s 2p2,2,1s2 2p,4,c
1.8674E+00,6.6390E+00,3.90E+13,1.21E+14,8.01E+11,3.88E+13,1s 2p2,4,1s2 2p,4,l
1.8699E+00,6.6310E+00,2.40E+10,8.48E+11,2.19E+10,7.43E+09,1s 2p2,4,1s2 2p,2,g
1.8722E+00,6.6230E+00,2.10E+13,2.12E+11,9.86E+12,4.18E+11,1s 2p2,2,1s2 2p,2,i
1.8727E+00,6.6210E+00,3.51E+13,2.22E+13,6.13E+12,8.15E+13,1s 2p2,6,1s2 2p,4,e
1.8738E+00,6.6170E+00,1.59E+13,6.99E+11,9.58E+12,2.68E+12,1s 2s 2p,4,1s2 2s,2,u
1.8743E+00,6.6150E+00,1.01E+13,8.48E+11,9.21E+12,3.12E+12,1s 2p2,4,1s2 2p,4,f
1.8748E+00,6.6130E+00,4.92E+12,8.87E+10,9.82E+12,1.74E+11,1s 2s 2p,2,1s2 2s,2,v
1.8766E+00,6.6070E+00,9.30E+10,2.12E+11,4.37E+10,1.86E+09,1s 2p2,2,1s2 2p,4,h
1.8924E+00,6.5520E+00,8.75E+12,1.34E+14,5.76E+11,1.55E+13,1s 2s2,2,1s2 2p,2,p
1.8969E+00,6.5360E+00,9.07E+12,1.34E+14,5.97E+11,1.60E+13,1s 2s2,2,1s2 2p,4,o



Cobalt
1.7133E+00,7.2370E+00,1.03E+13,2.59E+13,3.14E+11,1.63E+12,1s 2p2,2,1s2 2p,2,n
1.7172E+00,7.2200E+00,1.81E+11,1.06E+14,1.70E+10,7.21E+11,1s 2s 2p,4,1s2 2s,2,s
1.7177E+00,7.2180E+00,2.91E+14,2.59E+13,8.89E+12,4.61E+13,1s 2p2,2,1s2 2p,4,m
1.7180E+00,7.2170E+00,7.99E+12,3.74E+13,1.04E+11,1.56E+12,1s 2p2,4,1s2 2p,2,b
1.7180E+00,7.2170E+00,2.25E+14,7.39E+13,7.53E+12,1.11E+14,1s 2s 2p,2,1s2 2s,2,t
1.7215E+00,7.2020E+00,5.67E+14,2.16E+11,1.00E+13,8.63E+11,1s 2s 2p,4,1s2 2s,2,q
1.7224E+00,7.1980E+00,7.19E+14,3.74E+13,9.41E+12,1.41E+14,1s 2p2,4,1s2 2p,4,a
1.7231E+00,7.1960E+00,6.33E+14,7.69E+11,7.71E+12,1.19E+12,1s 2p2,2,1s2 2p,2,d
1.7232E+00,7.1950E+00,3.86E+14,1.19E+14,6.92E+12,3.31E+14,1s 2p2,4,1s2 2p,2,k
1.7241E+00,7.1910E+00,3.58E+14,3.33E+13,9.15E+12,6.10E+13,1s 2s 2p,2,1s2 2s,2,r
1.7259E+00,7.1840E+00,2.44E+14,1.31E+14,6.51E+12,5.12E+14,1s 2p2,6,1s2 2p,4,j
1.7275E+00,7.1770E+00,1.87E+14,7.69E+11,2.28E+12,3.51E+11,1s 2p2,2,1s2 2p,4,c
1.7276E+00,7.1770E+00,5.25E+13,1.19E+14,9.41E+11,4.50E+13,1s 2p2,4,1s2 2p,4,l
1.7293E+00,7.1700E+00,3.62E+10,9.78E+11,2.45E+10,9.59E+09,1s 2p2,4,1s2 2p,2,g
1.7317E+00,7.1600E+00,3.10E+13,2.86E+11,9.88E+12,5.65E+11,1s 2p2,2,1s2 2p,2,i
1.7322E+00,7.1580E+00,4.95E+13,2.68E+13,6.48E+12,1.04E+14,1s 2p2,6,1s2 2p,4,e
1.7332E+00,7.1540E+00,2.25E+13,8.75E+11,9.63E+12,3.37E+12,1s 2s 2p,4,1s2 2s,2,u
1.7338E+00,7.1510E+00,1.38E+13,9.78E+11,9.31E+12,3.64E+12,1s 2p2,4,1s2 2p,4,f
1.7342E+00,7.1490E+00,6.84E+12,1.06E+11,9.85E+12,2.09E+11,1s 2s 2p,2,1s2 2s,2,v
1.7362E+00,7.1410E+00,9.33E+10,2.86E+11,2.97E+10,1.70E+09,1s 2p2,2,1s2 2p,4,h
1.7499E+00,7.0850E+00,1.04E+13,1.34E+14,6.71E+11,1.80E+13,1s 2s2,2,1s2 2p,2,p
1.7545E+00,7.0670E+00,1.00E+13,1.34E+14,6.49E+11,1.74E+13,1s 2s2,2,1s2 2p,4,o


Nickel
1.5892E+00,7.8020E+00,9.50E+12,2.66E+13,2.49E+11,1.32E+12,1s 2p2,2,1s2 2p,2,n
1.5930E+00,7.7830E+00,1.09E+10,1.06E+14,1.03E+09,4.38E+10,1s 2s 2p,4,1s2 2s,2,s
1.5933E+00,7.7820E+00,7.35E+12,3.97E+13,8.39E+10,1.33E+12,1s 2p2,4,1s2 2p,2,b
1.5936E+00,7.7800E+00,3.46E+14,2.66E+13,9.05E+12,4.82E+13,1s 2p2,2,1s2 2p,4,m
1.5938E+00,7.7790E+00,2.79E+14,7.17E+13,7.96E+12,1.14E+14,1s 2s 2p,2,1s2 2s,2,t
1.5970E+00,7.7640E+00,6.56E+14,4.39E+11,9.99E+12,1.76E+12,1s 2s 2p,4,1s2 2s,2,q
1.5977E+00,7.7600E+00,8.29E+14,3.97E+13,9.46E+12,1.50E+14,1s 2p2,4,1s2 2p,4,a
1.5984E+00,7.7570E+00,7.32E+14,8.40E+11,7.74E+12,1.30E+12,1s 2p2,2,1s2 2p,2,d
1.5984E+00,7.7570E+00,4.52E+14,1.18E+14,7.08E+12,3.34E+14,1s 2p2,4,1s2 2p,2,k
1.5996E+00,7.7510E+00,3.99E+14,3.61E+13,9.17E+12,6.62E+13,1s 2s 2p,2,1s2 2s,2,r
1.6009E+00,7.7450E+00,2.74E+14,1.27E+14,6.84E+12,5.21E+14,1s 2p2,6,1s2 2p,4,j
1.6028E+00,7.7350E+00,6.86E+13,1.18E+14,1.07E+12,5.07E+13,1s 2p2,4,1s2 2p,4,l
1.6029E+00,7.7350E+00,2.13E+14,8.40E+11,2.25E+12,3.78E+11,1s 2p2,2,1s2 2p,4,c
1.6038E+00,7.7310E+00,5.43E+10,1.11E+12,2.78E+10,1.24E+10,1s 2p2,4,1s2 2p,2,g
1.6063E+00,7.7190E+00,4.49E+13,3.77E+11,9.90E+12,7.45E+11,1s 2p2,2,1s2 2p,2,i
1.6068E+00,7.7160E+00,6.80E+13,3.18E+13,6.81E+12,1.30E+14,1s 2p2,6,1s2 2p,4,e
1.6077E+00,7.7120E+00,3.13E+13,1.08E+12,9.67E+12,4.17E+12,1s 2s 2p,4,1s2 2s,2,u
1.6083E+00,7.7090E+00,1.84E+13,1.11E+12,9.40E+12,4.18E+12,1s 2p2,4,1s2 2p,4,f
1.6087E+00,7.7070E+00,9.35E+12,1.25E+11,9.87E+12,2.48E+11,1s 2s 2p,2,1s2 2s,2,v
1.6108E+00,7.6970E+00,8.61E+10,3.77E+11,1.90E+10,1.43E+09,1s 2p2,2,1s2 2p,4,h
1.6229E+00,7.6400E+00,1.22E+13,1.34E+14,7.77E+11,2.08E+13,1s 2s2,2,1s2 2p,2,p
1.6275E+00,7.6180E+00,1.10E+13,1.34E+14,6.98E+11,1.87E+13,1s 2s2,2,1s2 2p,4,o



Cooper
1.4779E+00,8.3900E+00,8.66E+12,2.73E+13,1.95E+11,1.07E+12,1s 2p2,2,1s2 2p,2,n
1.4815E+00,8.3690E+00,6.73E+12,4.18E+13,6.73E+10,1.13E+12,1s 2p2,4,1s2 2p,2,b
1.4817E+00,8.3680E+00,4.97E+11,1.06E+14,4.66E+10,1.98E+12,1s 2s 2p,4,1s2 2s,2,s
1.4823E+00,8.3650E+00,4.08E+14,2.73E+13,9.19E+12,5.02E+13,1s 2p2,2,1s2 2p,4,m
1.4825E+00,8.3630E+00,3.42E+14,6.94E+13,8.31E+12,1.15E+14,1s 2s 2p,2,1s2 2s,2,t
1.4853E+00,8.3470E+00,7.54E+14,7.27E+11,9.99E+12,2.90E+12,1s 2s 2p,4,1s2 2s,2,q
1.4859E+00,8.3440E+00,9.51E+14,4.18E+13,9.51E+12,1.59E+14,1s 2p2,4,1s2 2p,4,a
1.4865E+00,8.3410E+00,5.26E+14,1.17E+14,7.20E+12,3.36E+14,1s 2p2,4,1s2 2p,2,k
1.4867E+00,8.3400E+00,8.39E+14,8.98E+11,7.76E+12,1.39E+12,1s 2p2,2,1s2 2p,2,d
1.4881E+00,8.3320E+00,4.42E+14,3.88E+13,9.19E+12,7.13E+13,1s 2s 2p,2,1s2 2s,2,r
1.4889E+00,8.3270E+00,3.06E+14,1.23E+14,7.14E+12,5.26E+14,1s 2p2,6,1s2 2p,4,j
1.4910E+00,8.3160E+00,8.74E+13,1.17E+14,1.20E+12,5.59E+13,1s 2p2,4,1s2 2p,4,l
1.4911E+00,8.3150E+00,2.41E+14,8.98E+11,2.23E+12,4.01E+11,1s 2p2,2,1s2 2p,4,c
1.4914E+00,8.3130E+00,8.12E+10,1.24E+12,3.18E+10,1.59E+10,1s 2p2,4,1s2 2p,2,g
1.4940E+00,8.2990E+00,6.36E+13,4.85E+11,9.91E+12,9.61E+11,1s 2p2,2,1s2 2p,2,i
1.4945E+00,8.2960E+00,9.12E+13,3.70E+13,7.11E+12,1.58E+14,1s 2p2,6,1s2 2p,4,e
1.4953E+00,8.2920E+00,4.27E+13,1.31E+12,9.70E+12,5.10E+12,1s 2s 2p,4,1s2 2s,2,u
1.4959E+00,8.2880E+00,2.42E+13,1.24E+12,9.48E+12,4.72E+12,1s 2p2,4,1s2 2p,4,f
1.4963E+00,8.2860E+00,1.26E+13,1.46E+11,9.89E+12,2.89E+11,1s 2s 2p,2,1s2 2s,2,v
1.4985E+00,8.2740E+00,7.16E+10,4.85E+11,1.12E+10,1.08E+09,1s 2p2,2,1s2 2p,4,h
1.5091E+00,8.2160E+00,1.43E+13,1.34E+14,8.93E+11,2.39E+13,1s 2s2,2,1s2 2p,2,p
1.5137E+00,8.1910E+00,1.19E+13,1.34E+14,7.45E+11,1.99E+13,1s 2s2,2,1s2 2p,4,o


Zinc
1.3777E+00,8.9990E+00,7.81E+12,2.80E+13,1.52E+11,8.54E+11,1s 2p2,2,1s2 2p,2,n
1.3809E+00,8.9790E+00,6.13E+12,4.36E+13,5.40E+10,9.43E+11,1s 2p2,4,1s2 2p,2,b
1.3815E+00,8.9740E+00,1.89E+12,1.06E+14,1.75E+11,7.42E+12,1s 2s 2p,4,1s2 2s,2,s
1.3821E+00,8.9710E+00,4.77E+14,2.80E+13,9.30E+12,5.21E+13,1s 2p2,2,1s2 2p,4,m
1.3823E+00,8.9700E+00,4.16E+14,6.72E+13,8.61E+12,1.16E+14,1s 2s 2p,2,1s2 2s,2,t
1.3849E+00,8.9530E+00,8.61E+14,1.06E+12,9.99E+12,4.25E+12,1s 2s 2p,4,1s2 2s,2,q
1.3853E+00,8.9500E+00,1.08E+15,4.36E+13,9.56E+12,1.67E+14,1s 2p2,4,1s2 2p,4,a
1.3859E+00,8.9460E+00,6.08E+14,1.16E+14,7.30E+12,3.38E+14,1s 2p2,4,1s2 2p,2,k
1.3861E+00,8.9450E+00,9.56E+14,9.40E+11,7.77E+12,1.46E+12,1s 2p2,2,1s2 2p,2,d
1.3877E+00,8.9350E+00,4.88E+14,4.14E+13,9.22E+12,7.63E+13,1s 2s 2p,2,1s2 2s,2,r
1.3881E+00,8.9320E+00,3.38E+14,1.18E+14,7.41E+12,5.26E+14,1s 2p2,6,1s2 2p,4,j
1.3903E+00,8.9180E+00,1.20E+11,1.38E+12,3.67E+10,2.02E+10,1s 2p2,4,1s2 2p,2,g
1.3903E+00,8.9180E+00,1.09E+14,1.16E+14,1.31E+12,6.06E+13,1s 2p2,4,1s2 2p,4,l
1.3906E+00,8.9160E+00,2.73E+14,9.40E+11,2.22E+12,4.18E+11,1s 2p2,2,1s2 2p,4,c
1.3929E+00,8.9010E+00,8.80E+13,6.11E+11,9.93E+12,1.21E+12,1s 2p2,2,1s2 2p,2,i
1.3935E+00,8.8980E+00,1.19E+14,4.23E+13,7.39E+12,1.87E+14,1s 2p2,6,1s2 2p,4,e
1.3942E+00,8.8930E+00,5.73E+13,1.58E+12,9.73E+12,6.15E+12,1s 2s 2p,4,1s2 2s,2,u
1.3948E+00,8.8890E+00,3.13E+13,1.38E+12,9.54E+12,5.26E+12,1s 2p2,4,1s2 2p,4,f
1.3951E+00,8.8870E+00,1.67E+13,1.67E+11,9.90E+12,3.32E+11,1s 2s 2p,2,1s2 2s,2,v
1.3974E+00,8.8720E+00,5.18E+10,6.11E+11,5.84E+09,7.13E+08,1s 2p2,2,1s2 2p,4,h
1.4067E+00,8.8140E+00,1.66E+13,1.33E+14,1.02E+12,2.72E+13,1s 2s2,2,1s2 2p,2,p
1.4113E+00,8.7850E+00,1.28E+13,1.33E+14,7.88E+11,2.10E+13,1s 2s2,2,1s2 2p,4,o



Gallium
1.2872E+00,9.6320E+00,6.98E+12,2.87E+13,1.18E+11,6.80E+11,1s 2p2,2,1s2 2p,2,n
1.2900E+00,9.6110E+00,5.57E+12,4.53E+13,4.34E+10,7.85E+11,1s 2p2,4,1s2 2p,2,b
1.2911E+00,9.6030E+00,4.44E+12,1.06E+14,4.03E+11,1.71E+13,1s 2s 2p,4,1s2 2s,2,s
1.2917E+00,9.5990E+00,5.54E+14,2.87E+13,9.39E+12,5.39E+13,1s 2p2,2,1s2 2p,4,m
1.2918E+00,9.5980E+00,4.99E+14,6.51E+13,8.85E+12,1.15E+14,1s 2s 2p,2,1s2 2s,2,t
1.2941E+00,9.5810E+00,9.76E+14,1.44E+12,9.99E+12,5.75E+12,1s 2s 2p,4,1s2 2s,2,q
1.2945E+00,9.5780E+00,1.23E+15,4.53E+13,9.60E+12,1.74E+14,1s 2p2,4,1s2 2p,4,a
1.2950E+00,9.5740E+00,7.00E+14,1.15E+14,7.38E+12,3.39E+14,1s 2p2,4,1s2 2p,2,k
1.2952E+00,9.5720E+00,1.08E+15,9.65E+11,7.77E+12,1.50E+12,1s 2p2,2,1s2 2p,2,d
1.2970E+00,9.5590E+00,3.72E+14,1.14E+14,7.66E+12,5.24E+14,1s 2p2,6,1s2 2p,4,j
1.2970E+00,9.5590E+00,5.36E+14,4.39E+13,9.24E+12,8.12E+13,1s 2s 2p,2,1s2 2s,2,r
1.2989E+00,9.5450E+00,1.77E+11,1.51E+12,4.24E+10,2.56E+10,1s 2p2,4,1s2 2p,2,g
1.2995E+00,9.5410E+00,1.34E+14,1.15E+14,1.41E+12,6.48E+13,1s 2p2,4,1s2 2p,4,l
1.2997E+00,9.5390E+00,3.09E+14,9.65E+11,2.22E+12,4.29E+11,1s 2p2,2,1s2 2p,4,c
1.3017E+00,9.5250E+00,1.19E+14,7.53E+11,9.93E+12,1.50E+12,1s 2p2,2,1s2 2p,2,i
1.3022E+00,9.5210E+00,1.53E+14,4.75E+13,7.63E+12,2.17E+14,1s 2p2,6,1s2 2p,4,e
1.3029E+00,9.5160E+00,7.56E+13,1.87E+12,9.76E+12,7.31E+12,1s 2s 2p,4,1s2 2s,2,u
1.3035E+00,9.5120E+00,4.01E+13,1.51E+12,9.60E+12,5.79E+12,1s 2p2,4,1s2 2p,4,f
1.3038E+00,9.5100E+00,2.18E+13,1.90E+11,9.91E+12,3.76E+11,1s 2s 2p,2,1s2 2s,2,v
1.3062E+00,9.4920E+00,3.03E+10,7.53E+11,2.53E+09,3.81E+08,1s 2p2,2,1s2 2p,4,h
1.3143E+00,9.4330E+00,1.93E+13,1.33E+14,1.16E+12,3.09E+13,1s 2s2,2,1s2 2p,2,p
1.3190E+00,9.4000E+00,1.37E+13,1.33E+14,8.27E+11,2.20E+13,1s 2s2,2,1s2 2p,4,o


Germanium
1.2052E+00,1.0290E+01,6.18E+12,2.94E+13,9.17E+10,5.39E+11,1s 2p2,2,1s2 2p,2,n
1.2077E+00,1.0270E+01,5.04E+12,4.67E+13,3.48E+10,6.50E+11,1s 2p2,4,1s2 2p,2,b
1.2091E+00,1.0260E+01,8.44E+12,1.06E+14,7.40E+11,3.13E+13,1s 2s 2p,4,1s2 2s,2,s
1.2097E+00,1.0250E+01,6.39E+14,2.94E+13,9.47E+12,5.57E+13,1s 2p2,2,1s2 2p,4,m
1.2098E+00,1.0250E+01,5.94E+14,6.30E+13,9.04E+12,1.14E+14,1s 2s 2p,2,1s2 2s,2,t
1.2119E+00,1.0230E+01,1.10E+15,1.84E+12,9.98E+12,7.35E+12,1s 2s 2p,4,1s2 2s,2,q
1.2122E+00,1.0230E+01,1.40E+15,4.67E+13,9.64E+12,1.80E+14,1s 2p2,4,1s2 2p,4,a
1.2126E+00,1.0230E+01,8.02E+14,1.14E+14,7.44E+12,3.39E+14,1s 2p2,4,1s2 2p,2,k
1.2129E+00,1.0220E+01,1.22E+15,9.75E+11,7.77E+12,1.51E+12,1s 2p2,2,1s2 2p,2,d
1.2145E+00,1.0210E+01,4.08E+14,1.10E+14,7.88E+12,5.19E+14,1s 2p2,6,1s2 2p,4,j
1.2149E+00,1.0210E+01,5.86E+14,4.63E+13,9.27E+12,8.58E+13,1s 2s 2p,2,1s2 2s,2,r
1.2162E+00,1.0200E+01,2.58E+11,1.63E+12,4.92E+10,3.21E+10,1s 2p2,4,1s2 2p,2,g
1.2171E+00,1.0190E+01,1.62E+14,1.14E+14,1.50E+12,6.84E+13,1s 2p2,4,1s2 2p,4,l
1.2174E+00,1.0180E+01,3.48E+14,9.75E+11,2.23E+12,4.34E+11,1s 2p2,2,1s2 2p,4,c
1.2190E+00,1.0170E+01,1.59E+14,9.12E+11,9.94E+12,1.81E+12,1s 2p2,2,1s2 2p,2,i
1.2196E+00,1.0170E+01,1.93E+14,5.25E+13,7.86E+12,2.48E+14,1s 2p2,6,1s2 2p,4,e
1.2202E+00,1.0160E+01,9.82E+13,2.20E+12,9.78E+12,8.59E+12,1s 2s 2p,4,1s2 2s,2,u
1.2207E+00,1.0160E+01,5.06E+13,1.63E+12,9.64E+12,6.29E+12,1s 2p2,4,1s2 2p,4,f
1.2210E+00,1.0150E+01,2.81E+13,2.13E+11,9.92E+12,4.22E+11,1s 2s 2p,2,1s2 2s,2,v
1.2236E+00,1.0130E+01,1.18E+10,9.12E+11,7.39E+08,1.35E+08,1s 2p2,2,1s2 2p,4,h
1.2307E+00,1.0070E+01,2.23E+13,1.33E+14,1.31E+12,3.48E+13,1s 2s2,2,1s2 2p,2,p
1.2353E+00,1.0040E+01,1.46E+13,1.33E+14,8.60E+11,2.28E+13,1s 2s2,2,1s2 2p,4,o



Arsenic
1.1307E+00,1.0970E+01,5.44E+12,3.01E+13,7.08E+10,4.26E+11,1s 2p2,2,1s2 2p,2,n
1.1329E+00,1.0940E+01,4.55E+12,4.80E+13,2.79E+10,5.37E+11,1s 2p2,4,1s2 2p,2,b
1.1345E+00,1.0930E+01,1.41E+13,1.05E+14,1.19E+12,4.99E+13,1s 2s 2p,4,1s2 2s,2,s
1.1351E+00,1.0920E+01,7.32E+14,3.01E+13,9.54E+12,5.73E+13,1s 2p2,2,1s2 2p,4,m
1.1352E+00,1.0920E+01,7.00E+14,6.11E+13,9.20E+12,1.12E+14,1s 2s 2p,2,1s2 2s,2,t
1.1372E+00,1.0900E+01,1.24E+15,2.25E+12,9.98E+12,9.00E+12,1s 2s 2p,4,1s2 2s,2,q
1.1373E+00,1.0900E+01,1.58E+15,4.80E+13,9.68E+12,1.86E+14,1s 2p2,4,1s2 2p,4,a
1.1377E+00,1.0900E+01,9.14E+14,1.13E+14,7.49E+12,3.39E+14,1s 2p2,4,1s2 2p,2,k
1.1381E+00,1.0890E+01,1.36E+15,9.69E+11,7.75E+12,1.50E+12,1s 2p2,2,1s2 2p,2,d
1.1395E+00,1.0880E+01,4.45E+14,1.06E+14,8.08E+12,5.13E+14,1s 2p2,6,1s2 2p,4,j
1.1402E+00,1.0870E+01,6.39E+14,4.85E+13,9.29E+12,9.02E+13,1s 2s 2p,2,1s2 2s,2,r
1.1410E+00,1.0870E+01,3.72E+11,1.75E+12,5.70E+10,3.98E+10,1s 2p2,4,1s2 2p,2,g
1.1423E+00,1.0850E+01,1.93E+14,1.13E+14,1.58E+12,7.16E+13,1s 2p2,4,1s2 2p,4,l
1.1426E+00,1.0850E+01,3.93E+14,9.69E+11,2.24E+12,4.34E+11,1s 2p2,2,1s2 2p,4,c
1.1440E+00,1.0840E+01,2.07E+14,1.08E+12,9.95E+12,2.16E+12,1s 2p2,2,1s2 2p,2,i
1.1445E+00,1.0830E+01,2.38E+14,5.73E+13,8.06E+12,2.77E+14,1s 2p2,6,1s2 2p,4,e
1.1450E+00,1.0830E+01,1.26E+14,2.55E+12,9.80E+12,9.98E+12,1s 2s 2p,4,1s2 2s,2,u
1.1456E+00,1.0820E+01,6.32E+13,1.75E+12,9.68E+12,6.76E+12,1s 2p2,4,1s2 2p,4,f
1.1458E+00,1.0820E+01,3.57E+13,2.35E+11,9.93E+12,4.68E+11,1s 2s 2p,2,1s2 2s,2,v
1.1485E+00,1.0800E+01,1.07E+09,1.08E+12,5.14E+07,1.11E+07,1s 2p2,2,1s2 2p,4,h
1.1547E+00,1.0740E+01,2.56E+13,1.32E+14,1.48E+12,3.91E+13,1s 2s2,2,1s2 2p,2,p
1.1593E+00,1.0690E+01,1.54E+13,1.32E+14,8.89E+11,2.35E+13,1s 2s2,2,1s2 2p,4,o


Selenium
1.0627E+00,1.1670E+01,4.77E+12,3.07E+13,5.47E+10,3.36E+11,1s 2p2,2,1s2 2p,2,n
1.0646E+00,1.1650E+01,4.09E+12,4.92E+13,2.24E+10,4.41E+11,1s 2p2,4,1s2 2p,2,b
1.0666E+00,1.1630E+01,2.18E+13,1.05E+14,1.73E+12,7.23E+13,1s 2s 2p,4,1s2 2s,2,s
1.0672E+00,1.1620E+01,8.35E+14,3.07E+13,9.59E+12,5.90E+13,1s 2p2,2,1s2 2p,4,m
1.0672E+00,1.1620E+01,8.19E+14,5.93E+13,9.32E+12,1.11E+14,1s 2s 2p,2,1s2 2s,2,t
1.0690E+00,1.1600E+01,1.38E+15,2.67E+12,9.98E+12,1.07E+13,1s 2s 2p,4,1s2 2s,2,q
1.0691E+00,1.1600E+01,1.77E+15,4.92E+13,9.71E+12,1.91E+14,1s 2p2,4,1s2 2p,4,a
1.0695E+00,1.1590E+01,1.04E+15,1.13E+14,7.53E+12,3.39E+14,1s 2p2,4,1s2 2p,2,k
1.0699E+00,1.1590E+01,1.51E+15,9.50E+11,7.73E+12,1.47E+12,1s 2p2,2,1s2 2p,2,d
1.0712E+00,1.1580E+01,4.85E+14,1.02E+14,8.27E+12,5.05E+14,1s 2p2,6,1s2 2p,4,j
1.0721E+00,1.1560E+01,6.96E+14,5.06E+13,9.32E+12,9.44E+13,1s 2s 2p,2,1s2 2s,2,r
1.0725E+00,1.1560E+01,5.32E+11,1.85E+12,6.60E+10,4.90E+10,1s 2p2,4,1s2 2p,2,g
1.0740E+00,1.1540E+01,2.28E+14,1.13E+14,1.65E+12,7.45E+13,1s 2p2,4,1s2 2p,4,l
1.0744E+00,1.1540E+01,4.42E+14,9.50E+11,2.26E+12,4.30E+11,1s 2p2,2,1s2 2p,4,c
1.0755E+00,1.1530E+01,2.64E+14,1.27E+12,9.95E+12,2.52E+12,1s 2p2,2,1s2 2p,2,i
1.0760E+00,1.1520E+01,2.90E+14,6.18E+13,8.25E+12,3.06E+14,1s 2p2,6,1s2 2p,4,e
1.0765E+00,1.1520E+01,1.59E+14,2.92E+12,9.82E+12,1.15E+13,1s 2s 2p,4,1s2 2s,2,u
1.0770E+00,1.1510E+01,7.82E+13,1.85E+12,9.70E+12,7.20E+12,1s 2p2,4,1s2 2p,4,f
1.0773E+00,1.1510E+01,4.50E+13,2.58E+11,9.94E+12,5.14E+11,1s 2s 2p,2,1s2 2s,2,v
1.0801E+00,1.1480E+01,2.63E+09,1.27E+12,9.91E+07,2.51E+07,1s 2p2,2,1s2 2p,4,h
