n1,n2,Z,"WL,  ̊A","E, keV",A,G,K,QD,,Transition,,,No
2,1,29,1.4789,8.38E+00,6.36E+01,1.33E+00,9.64E-01,2.56E+00,B',232,S',212,12
2,1,29,1.4789,8.38E+00,6.31E+01,2.02E+00,8.50E-01,6.88E+00,F',234,P',234,13
2,1,29,1.4789,8.38E+00,3.36E+01,3.85E-01,4.45E-01,1.03E+00,A',256,D',256,14
2,1,29,1.479,8.38E+00,6.40E+01,1.36E-02,9.89E-01,5.38E-02,B',234,S',212,15
2,1,29,1.4792,8.38E+00,5.97E+01,2.55E-04,7.91E-01,4.03E-04,F',232,P',232,16
2,1,29,1.4792,8.38E+00,6.46E+01,3.63E+00,8.71E-01,1.26E+01,F',254,P',232,17
2,1,29,1.4798,8.38E+00,6.91E+01,2.62E+00,8.93E-01,1.41E+01,F',256,P',234,18
2,1,29,1.4808,8.37E+00,2.39E+00,3.77E-01,1.95E-01,2.94E-01,I',254,S',212,19
2,1,29,1.481,8.37E+00,2.13E+00,3.52E+00,2.75E-01,3.87E+00,J',234,S',212,20
2,1,29,1.4814,8.37E+00,4.80E+00,8.00E-04,4.08E-01,1.30E-03,I',234,D',256,21
2,1,29,1.4814,8.37E+00,1.25E+01,1.17E-03,8.32E-01,7.80E-03,I',278,D',256,22
2,1,29,1.4818,8.37E+00,2.42E+01,1.90E-01,5.47E-01,2.08E-01,M',212,P',234,23
2,1,29,1.4819,8.37E+00,1.60E+00,3.03E+00,7.92E-02,1.44E+00,M',256,P',234,24
2,1,29,1.4833,8.36E+00,5.05E+00,2.59E-01,3.91E-01,4.04E-01,M',414,P',234,25
2,1,29,1.484,8.35E+00,3.14E-01,1.23E+00,6.28E-02,4.62E-01,M',436,P',234,26
2,1,29,1.4842,8.35E+00,8.33E-01,8.83E-01,7.82E-02,2.76E-01,C',234,S',212,27
2,1,29,1.4848,8.35E+00,1.32E+01,3.79E+00,7.37E-01,5.58E+00,J',232,S',212,28
2,1,29,1.4851,8.35E+00,5.11E+00,1.09E+00,1.70E-01,7.39E-01,M',254,P',232,29
2,1,29,1.4853,8.35E+00,9.71E+00,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,30
2,1,29,1.4855,8.35E+00,6.03E+00,1.25E-01,5.62E-01,2.81E-01,I',454,D',254,31
2,1,29,1.4856,8.35E+00,6.68E+00,1.22E-03,5.59E-01,1.37E-03,I',452,D',254,32
2,1,29,1.4858,8.34E+00,1.25E+01,2.34E-03,7.33E-01,1.03E-02,I',456,D',256,33
2,1,29,1.4861,8.34E+00,3.04E-01,3.52E+00,3.93E-02,5.53E-01,J',234,D',254,34
2,1,29,1.4861,8.34E+00,5.33E+00,3.63E-02,7.47E-01,5.43E-02,M',432,P',232,35
2,1,29,1.4861,8.34E+00,3.36E+00,8.87E-05,5.73E-01,3.05E-04,I',276,D',254,36
2,1,29,1.4863,8.34E+00,6.49E+00,3.77E-01,5.29E-01,7.97E-01,I',254,D',256,37
2,1,29,1.4864,8.34E+00,8.57E+00,1.09E+00,2.85E-01,1.24E+00,M',254,P',234,38
2,1,29,1.4865,8.34E+00,7.30E-01,3.52E+00,9.43E-02,1.33E+00,J',234,D',256,39
2,1,29,1.4866,8.34E+00,7.20E+00,1.89E-01,7.98E-01,1.21E+00,I',478,D',256,40
2,1,29,1.487,8.34E+00,7.30E+00,1.76E-01,7.22E-01,5.08E-01,J',434,S',212,41
2,1,29,1.4874,8.34E+00,9.50E+00,8.62E-02,9.25E-01,4.78E-01,I',476,D',254,42
2,1,29,1.4877,8.33E+00,2.18E+00,1.72E-02,6.81E-01,2.34E-02,J',432,S',212,43
2,1,29,1.4877,8.33E+00,8.39E+00,5.79E-01,7.57E-01,2.63E+00,M',456,P',234,44
2,1,29,1.4877,8.33E+00,3.02E+00,1.19E-01,4.56E-01,2.18E-01,M',234,P',234,45
2,1,29,1.4877,8.33E+00,2.56E+00,1.59E-04,8.52E-01,5.43E-04,I',474,D',254,46
2,1,29,1.4882,8.33E+00,9.56E+00,1.75E-02,6.30E-01,4.40E-02,M',454,P',232,47
2,1,29,1.4897,8.32E+00,1.68E+00,8.83E-01,1.58E-01,5.57E-01,C',234,D',256,48
2,1,29,1.4909,8.32E+00,1.87E+00,2.37E+00,2.62E-01,1.24E+00,E',212,P',232,49
2,1,29,1.4922,8.31E+00,2.39E+00,2.37E+00,3.35E-01,1.59E+00,E',212,P',234,50
3,1,30,1.1709,1.06E+01,2.19E+01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,30,1.1721,1.06E+01,2.15E-01,3.57E-04,2.82E-02,2.02E-05,I',232,S,212,2
3,1,30,1.1724,1.06E+01,3.61E+00,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,3
3,1,30,1.1761,1.05E+01,9.07E-02,3.68E-01,6.97E-03,1.03E-02,I',454,S,212,4
3,1,30,1.1763,1.05E+01,4.50E-02,2.66E+00,6.46E-03,6.88E-02,J',234,S,212,5
3,1,30,1.1764,1.05E+01,2.45E-01,8.55E-01,1.48E-02,5.05E-02,I',254,S,212,6
3,1,30,1.1786,1.05E+01,7.39E+00,1.01E+00,6.25E-01,2.54E+00,C',234,S,212,7
3,1,30,1.1787,1.05E+01,3.25E-01,2.08E+00,3.85E-03,3.20E-02,F',234,P,232,8
3,1,30,1.1791,1.05E+01,1.43E-01,3.80E+00,7.10E-03,5.40E-02,J',232,S,212,9
3,1,30,1.1797,1.05E+01,1.06E+01,8.08E-02,7.88E-01,1.27E-01,C',232,S,212,10
3,1,30,1.1806,1.05E+01,2.70E+00,2.01E-01,2.12E-01,1.71E-01,J',434,S,212,11
3,1,30,1.1807,1.05E+01,3.04E+00,1.85E-01,5.89E-02,2.17E-02,M',212,P,232,12
3,1,30,1.181,1.05E+01,8.30E-01,1.87E-02,2.02E-01,7.53E-03,J',432,S,212,13
3,1,30,1.1812,1.05E+01,6.61E-01,1.54E+00,1.05E-02,3.24E-02,F',212,P,234,14
3,1,30,1.1816,1.05E+01,3.59E-01,2.38E-01,2.45E-02,2.34E-02,M',414,P,232,15
3,1,30,1.1819,1.05E+01,8.74E+00,2.08E+00,1.04E-01,8.62E-01,F',234,P,234,16
3,1,30,1.1824,1.05E+01,2.30E-01,1.96E-01,3.79E-02,2.98E-02,M',434,P,232,17
3,1,30,1.1825,1.05E+01,4.74E+00,2.48E+00,5.37E-02,8.01E-01,F',256,P,234,18
3,1,30,1.1827,1.05E+01,1.14E+01,1.81E-01,8.12E-01,2.93E-01,K',232,S,212,19
3,1,30,1.1828,1.05E+01,8.98E+00,1.83E-01,6.69E-01,4.91E-01,K',234,S,212,20
3,1,30,1.1831,1.05E+01,1.73E+01,8.70E-04,2.05E-01,3.56E-04,F',232,P,234,21
3,1,30,1.1831,1.05E+01,4.89E+00,3.60E+00,5.78E-02,8.34E-01,F',254,P,234,22
3,1,30,1.1835,1.05E+01,1.16E+00,3.32E-02,1.68E-01,2.23E-02,G',254,P,232,23
3,1,30,1.1838,1.05E+01,4.52E+00,1.26E-01,7.90E-01,3.97E-01,K',434,S,212,24
3,1,30,1.1838,1.05E+01,9.68E-01,2.15E-02,8.36E-01,3.60E-02,K',432,S,212,25
3,1,30,1.1839,1.05E+01,1.61E+01,2.97E+00,7.29E-01,1.30E+01,M',256,P,234,26
3,1,30,1.1839,1.05E+01,1.67E+01,1.14E+00,4.74E-01,2.16E+00,M',254,P,232,27
3,1,30,1.1839,1.05E+01,5.34E+00,1.85E-01,1.03E-01,3.82E-02,M',212,P,234,28
3,1,30,1.1842,1.05E+01,1.86E+01,4.27E-02,6.88E-01,5.87E-02,M',232,P,232,29
3,1,30,1.1847,1.05E+01,1.32E-01,5.00E-02,1.47E-02,1.47E-03,M',432,P,232,30
3,1,30,1.1848,1.05E+01,9.95E-01,1.27E-01,1.32E-01,6.73E-02,M',234,P,232,31
3,1,30,1.1848,1.05E+01,6.60E+00,2.38E-01,4.50E-01,4.29E-01,M',414,P,234,32
3,1,30,1.1854,1.05E+01,2.95E+00,1.37E+00,4.79E-01,3.93E+00,M',436,P,234,33
3,1,30,1.1856,1.05E+01,3.06E+00,1.96E-01,5.06E-01,3.97E-01,M',434,P,234,34
3,1,30,1.1861,1.05E+01,2.98E+00,1.96E-02,1.60E-01,1.25E-02,M',454,P,232,35
3,1,30,1.1863,1.05E+01,1.42E+00,4.10E-03,1.85E-01,1.52E-03,M',452,P,232,36
3,1,30,1.1871,1.04E+01,1.25E+00,3.52E-01,2.13E-01,2.99E-01,N',254,P,232,37
3,1,30,1.1879,1.04E+01,1.74E-01,2.36E+00,2.29E-02,1.08E-01,E',212,P,232,38
3,1,30,1.1881,1.04E+01,3.85E-01,1.27E-01,5.11E-02,2.60E-02,M',234,P,234,39
3,1,30,1.1882,1.04E+01,1.03E-01,3.15E-05,3.08E-02,3.88E-06,N',454,P,232,40
3,1,30,1.1882,1.04E+01,4.03E-02,7.54E-03,1.44E-02,2.17E-04,N',452,P,232,41
3,1,30,1.1893,1.04E+01,3.54E-01,1.96E-02,1.90E-02,1.49E-03,M',454,P,234,42
3,1,30,1.1896,1.04E+01,1.24E-01,4.10E-03,1.61E-02,1.32E-04,M',452,P,234,43
3,1,30,1.1904,1.04E+01,3.18E-02,3.52E-01,5.42E-03,7.62E-03,N',254,P,234,44
3,1,30,1.1904,1.04E+01,2.98E-01,2.88E-01,6.13E-02,1.06E-01,N',256,P,234,45
3,1,30,1.191,1.04E+01,4.16E-01,4.19E+00,7.54E-02,6.31E-01,L',212,P,232,46
3,1,30,1.1912,1.04E+01,8.00E-02,2.36E+00,1.05E-02,4.95E-02,E',212,P,234,47
3,1,30,1.1943,1.04E+01,3.36E-01,4.19E+00,6.08E-02,5.09E-01,L',212,P,234,48
3,1,30,1.3778,9.00E+00,8.20E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,49
3,1,30,1.3852,8.95E+00,1.23E+01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,50
2,1,30,1.1709,1.06E+01,2.19E+01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
2,1,30,1.1724,1.06E+01,3.61E+00,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,30,1.3776,9.00E+00,7.50E+01,1.84E-02,9.23E-01,6.78E-02,A',234,D',256,3
2,1,30,1.3777,9.00E+00,2.79E+01,1.16E+00,3.68E-01,2.55E+00,A',276,D',254,4
2,1,30,1.3778,9.00E+00,8.20E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,5
2,1,30,1.3779,9.00E+00,8.07E+01,1.44E-02,9.51E-01,2.74E-02,A',232,D',254,6
2,1,30,1.3781,9.00E+00,5.68E+01,1.54E+00,9.05E-01,2.78E+00,F',212,P',234,7
2,1,30,1.3781,9.00E+00,4.02E+01,1.16E+00,5.30E-01,3.68E+00,A',276,D',256,8
2,1,30,1.3787,8.99E+00,4.49E+01,4.21E-01,5.24E-01,1.32E+00,A',256,D',254,9
2,1,30,1.3788,8.99E+00,7.51E+01,2.41E-03,9.27E-01,8.92E-03,A',254,D',254,10
2,1,30,1.3789,8.99E+00,6.99E+01,1.43E+00,9.18E-01,1.05E+01,A',278,D',256,11
2,1,30,1.379,8.99E+00,7.18E+01,2.08E+00,8.51E-01,7.08E+00,F',234,P',234,12
2,1,30,1.379,8.99E+00,7.31E+01,1.32E+00,9.67E-01,2.55E+00,B',232,S',212,13
2,1,30,1.3791,8.99E+00,7.36E+01,3.50E-03,9.90E-01,1.38E-02,B',234,S',212,14
2,1,30,1.3791,8.99E+00,3.58E+01,4.21E-01,4.18E-01,1.06E+00,A',256,D',256,15
2,1,30,1.3793,8.99E+00,6.51E+01,8.70E-04,7.68E-01,1.34E-03,F',232,P',232,16
2,1,30,1.3793,8.99E+00,7.41E+01,3.60E+00,8.76E-01,1.26E+01,F',254,P',232,17
2,1,30,1.3798,8.99E+00,7.90E+01,2.48E+00,8.95E-01,1.33E+01,F',256,P',234,18
2,1,30,1.3804,8.98E+00,1.48E+01,1.85E-01,2.86E-01,1.06E-01,M',212,P',232,19
2,1,30,1.381,8.98E+00,4.85E+00,8.55E-01,2.93E-01,1.00E+00,I',254,S',212,20
2,1,30,1.3813,8.98E+00,1.41E+01,1.01E-03,8.28E-01,6.71E-03,I',278,D',256,21
2,1,30,1.3813,8.98E+00,5.40E+00,9.34E-04,4.11E-01,1.53E-03,I',234,D',256,22
2,1,30,1.3817,8.97E+00,1.70E+00,2.97E+00,7.70E-02,1.37E+00,M',256,P',234,23
2,1,30,1.3817,8.97E+00,2.67E+01,1.85E-01,5.18E-01,1.91E-01,M',212,P',234,24
2,1,30,1.383,8.97E+00,5.75E+00,2.38E-01,3.92E-01,3.74E-01,M',414,P',234,25
2,1,30,1.3837,8.96E+00,4.56E-01,1.37E+00,7.41E-02,6.07E-01,M',436,P',234,26
2,1,30,1.3847,8.95E+00,1.52E+01,3.80E+00,7.58E-01,5.76E+00,J',232,S',212,27
2,1,30,1.3849,8.95E+00,5.41E+00,1.14E+00,1.54E-01,7.01E-01,M',254,P',232,28
2,1,30,1.3852,8.95E+00,1.23E+01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,29
2,1,30,1.3854,8.95E+00,7.42E+00,3.68E-01,5.70E-01,8.40E-01,I',454,D',254,30
2,1,30,1.3854,8.95E+00,8.74E+00,8.24E-04,5.94E-01,9.78E-04,I',452,D',254,31
2,1,30,1.3856,8.95E+00,2.58E-01,2.66E+00,3.71E-02,3.95E-01,J',234,D',254,32
2,1,30,1.3857,8.95E+00,1.54E+01,1.79E-03,7.58E-01,8.16E-03,I',456,D',256,33
2,1,30,1.3859,8.95E+00,6.92E+00,5.00E-02,7.69E-01,7.69E-02,M',432,P',232,34
2,1,30,1.3859,8.95E+00,3.55E+00,4.20E-04,5.46E-01,1.38E-03,I',276,D',254,35
2,1,30,1.386,8.95E+00,2.53E+00,2.66E+00,3.64E-01,3.88E+00,J',234,D',256,36
2,1,30,1.3862,8.94E+00,6.79E+00,8.55E-01,4.10E-01,1.40E+00,I',254,D',256,37
2,1,30,1.3862,8.94E+00,1.09E+01,1.14E+00,3.08E-01,1.41E+00,M',254,P',234,38
2,1,30,1.3863,8.94E+00,9.43E+00,2.17E-01,8.07E-01,1.40E+00,I',478,D',256,39
2,1,30,1.3868,8.94E+00,9.25E+00,2.01E-01,7.27E-01,5.86E-01,J',434,S',212,40
2,1,30,1.3871,8.94E+00,1.21E+01,9.64E-02,9.33E-01,5.40E-01,I',476,D',254,41
2,1,30,1.3873,8.94E+00,1.08E+01,6.62E-01,7.79E-01,3.09E+00,M',456,P',234,42
2,1,30,1.3874,8.94E+00,2.84E+00,1.87E-02,6.90E-01,2.58E-02,J',432,S',212,43
2,1,30,1.3874,8.94E+00,3.64E+00,1.27E-01,4.84E-01,2.46E-01,M',234,P',234,44
2,1,30,1.3874,8.94E+00,3.21E+00,3.08E-04,8.58E-01,1.06E-03,I',474,D',254,45
2,1,30,1.3878,8.93E+00,1.20E+01,1.96E-02,6.44E-01,5.04E-02,M',454,P',232,46
2,1,30,1.3881,8.93E+00,2.60E+00,4.10E-03,3.38E-01,2.78E-03,M',452,P',232,47
2,1,30,1.3892,8.92E+00,1.90E+00,1.01E+00,1.61E-01,6.53E-01,C',234,D',256,48
2,1,30,1.3903,8.92E+00,2.08E+00,2.36E+00,2.73E-01,1.29E+00,E',212,P',232,49
2,1,30,1.3916,8.91E+00,2.60E+00,2.36E+00,3.42E-01,1.61E+00,E',212,P',234,50
3,1,31,1.0942,1.13E+01,2.48E+01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,31,1.0949,1.13E+01,2.25E-01,4.66E-04,2.56E-02,2.38E-05,I',232,S,212,2
3,1,31,1.0957,1.13E+01,4.49E+00,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,3
3,1,31,1.0989,1.13E+01,7.41E-02,2.45E+00,7.09E-03,6.96E-02,J',234,S,212,4
3,1,31,1.099,1.13E+01,6.64E-02,1.16E+00,5.40E-03,2.51E-02,I',234,S,212,5
3,1,31,1.0991,1.13E+01,3.26E-01,1.30E-01,1.58E-02,8.25E-03,I',254,S,212,6
3,1,31,1.101,1.13E+01,3.18E-01,2.13E+00,3.33E-03,2.84E-02,F',234,P,232,7
3,1,31,1.1012,1.13E+01,8.28E+00,1.14E+00,6.32E-01,2.89E+00,C',234,S,212,8
3,1,31,1.1018,1.13E+01,1.34E-01,3.82E+00,5.95E-03,4.55E-02,J',232,S,212,9
3,1,31,1.1023,1.12E+01,1.22E+01,9.27E-02,7.82E-01,1.45E-01,C',232,S,212,10
3,1,31,1.1028,1.12E+01,2.98E+00,1.79E-01,4.95E-02,1.77E-02,F',232,P,232,11
3,1,31,1.1031,1.12E+01,3.37E+00,2.29E-01,2.14E-01,1.95E-01,J',434,S,212,12
3,1,31,1.1035,1.12E+01,1.08E+00,2.00E-02,2.06E-01,8.25E-03,J',432,S,212,13
3,1,31,1.1036,1.12E+01,3.12E-01,2.24E-01,1.87E-02,1.68E-02,M',414,P,232,14
3,1,31,1.1036,1.12E+01,8.48E-01,1.57E+00,1.19E-02,3.75E-02,F',212,P,234,15
3,1,31,1.1042,1.12E+01,1.01E+01,2.13E+00,1.05E-01,8.97E-01,F',234,P,234,16
3,1,31,1.1044,1.12E+01,1.83E-01,1.80E-01,2.76E-02,1.99E-02,M',434,P,232,17
3,1,31,1.1048,1.12E+01,5.72E+00,2.35E+00,5.70E-02,8.04E-01,F',256,P,234,18
3,1,31,1.1049,1.12E+01,1.29E+01,1.78E-01,8.14E-01,2.89E-01,K',232,S,212,19
3,1,31,1.105,1.12E+01,1.00E+01,1.79E-01,6.56E-01,4.70E-01,K',234,S,212,20
3,1,31,1.1053,1.12E+01,2.13E+01,2.18E-03,2.26E-01,9.87E-04,M',212,P,234,21
3,1,31,1.1054,1.12E+01,5.73E+00,3.58E+00,5.95E-02,8.52E-01,F',254,P,234,22
3,1,31,1.1057,1.12E+01,1.30E+00,2.20E-02,1.66E-01,1.46E-02,G',254,P,232,23
3,1,31,1.106,1.12E+01,5.41E+00,1.35E-01,7.93E-01,4.27E-01,K',434,S,212,24
3,1,31,1.106,1.12E+01,1.93E+01,1.19E+00,4.71E-01,2.24E+00,M',254,P,232,25
3,1,31,1.106,1.12E+01,1.79E+01,2.91E+00,7.41E-01,1.29E+01,M',256,P,234,26
3,1,31,1.106,1.12E+01,1.16E+00,2.31E-02,8.39E-01,3.87E-02,K',432,S,212,27
3,1,31,1.1061,1.12E+01,4.81E+00,1.79E-01,7.97E-02,2.85E-02,F',232,P,234,28
3,1,31,1.1062,1.12E+01,2.17E+01,3.97E-02,6.58E-01,5.23E-02,M',232,P,232,29
3,1,31,1.1068,1.12E+01,4.43E-01,6.45E-02,3.88E-02,5.00E-03,M',432,P,232,30
3,1,31,1.1068,1.12E+01,1.04E+00,1.34E-01,1.21E-01,6.49E-02,M',234,P,232,31
3,1,31,1.1069,1.12E+01,7.63E+00,2.24E-01,4.58E-01,4.11E-01,M',414,P,234,32
3,1,31,1.1074,1.12E+01,3.74E+00,1.49E+00,5.03E-01,4.50E+00,M',436,P,234,33
3,1,31,1.1077,1.12E+01,3.46E+00,1.80E-01,5.24E-01,3.77E-01,M',434,P,234,34
3,1,31,1.1081,1.12E+01,3.63E+00,2.22E-02,1.61E-01,1.43E-02,M',454,P,232,35
3,1,31,1.1082,1.12E+01,1.66E+00,4.44E-03,1.84E-01,1.63E-03,M',452,P,232,36
3,1,31,1.1089,1.12E+01,1.51E+00,3.45E-01,2.20E-01,3.04E-01,N',254,P,232,37
3,1,31,1.1093,1.12E+01,1.01E-01,1.19E+00,2.47E-03,1.17E-02,M',254,P,234,38
3,1,31,1.1097,1.12E+01,1.83E-01,2.34E+00,2.26E-02,1.06E-01,E',212,P,232,39
3,1,31,1.1099,1.12E+01,1.47E-01,4.08E-05,3.73E-02,6.10E-06,N',454,P,232,40
3,1,31,1.11,1.12E+01,6.11E-02,1.59E-02,1.87E-02,5.93E-04,N',452,P,232,41
3,1,31,1.1101,1.12E+01,3.67E-01,1.34E-01,4.28E-02,2.29E-02,M',234,P,234,42
3,1,31,1.1113,1.12E+01,3.59E-01,2.22E-02,1.59E-02,1.42E-03,M',454,P,234,43
3,1,31,1.1115,1.12E+01,1.27E-01,4.44E-03,1.40E-02,1.25E-04,M',452,P,234,44
3,1,31,1.1122,1.11E+01,3.06E-01,2.82E-01,5.52E-02,9.33E-02,N',256,P,234,45
3,1,31,1.1125,1.11E+01,4.70E-01,4.18E+00,8.28E-02,6.92E-01,L',212,P,232,46
3,1,31,1.113,1.11E+01,8.37E-02,2.34E+00,1.03E-02,4.83E-02,E',212,P,234,47
3,1,31,1.1159,1.11E+01,3.54E-01,4.18E+00,6.23E-02,5.21E-01,L',212,P,234,48
3,1,31,1.2877,9.63E+00,9.29E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,49
3,1,31,1.2948,9.58E+00,1.54E+01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,50
2,1,31,1.0942,1.13E+01,2.48E+01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
2,1,31,1.0957,1.13E+01,4.49E+00,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,2
2,1,31,1.2875,9.63E+00,8.52E+01,2.05E-02,9.25E-01,7.58E-02,A',234,D',256,3
2,1,31,1.2875,9.63E+00,2.96E+01,1.12E+00,3.42E-01,2.30E+00,A',276,D',254,4
2,1,31,1.2877,9.63E+00,9.29E+01,0.00E+00,1.00E+00,0.00E+00,R,133,Y,111,5
2,1,31,1.2878,9.63E+00,9.14E+01,1.64E-02,9.50E-01,3.11E-02,A',232,D',254,6
2,1,31,1.2879,9.63E+00,6.47E+01,1.57E+00,9.12E-01,2.86E+00,F',212,P',234,7
2,1,31,1.288,9.63E+00,4.82E+01,1.12E+00,5.57E-01,3.75E+00,A',276,D',256,8
2,1,31,1.2885,9.62E+00,5.34E+01,4.57E-01,5.50E-01,1.51E+00,A',256,D',254,9
2,1,31,1.2886,9.62E+00,8.50E+01,2.82E-03,9.28E-01,1.05E-02,A',254,D',254,10
2,1,31,1.2887,9.62E+00,7.92E+01,1.41E+00,9.21E-01,1.04E+01,A',278,D',256,11
2,1,31,1.2888,9.62E+00,8.14E+01,2.13E+00,8.52E-01,7.26E+00,F',234,P',234,12
2,1,31,1.2888,9.62E+00,8.36E+01,1.31E+00,9.70E-01,2.54E+00,B',232,S',212,13
2,1,31,1.2888,9.62E+00,8.41E+01,2.56E-05,9.91E-01,1.02E-04,B',234,S',212,14
2,1,31,1.2889,9.62E+00,3.80E+01,4.57E-01,3.92E-01,1.08E+00,A',256,D',256,15
2,1,31,1.289,9.62E+00,6.94E+01,2.18E-03,7.38E-01,3.22E-03,M',212,P',232,16
2,1,31,1.2891,9.62E+00,8.47E+01,3.58E+00,8.80E-01,1.26E+01,F',254,P',232,17
2,1,31,1.2896,9.61E+00,8.99E+01,2.35E+00,8.96E-01,1.26E+01,F',256,P',234,18
2,1,31,1.29,9.61E+00,2.16E+01,1.79E-01,3.58E-01,1.28E-01,F',232,P',232,19
2,1,31,1.2905,9.61E+00,1.35E+00,2.45E+00,1.29E-01,1.27E+00,J',234,S',212,20
2,1,31,1.2908,9.61E+00,1.59E+01,8.68E-04,8.23E-01,5.72E-03,I',278,D',256,21
2,1,31,1.2909,9.60E+00,6.05E+00,1.05E-03,4.12E-01,1.72E-03,I',434,D',256,22
2,1,31,1.2912,9.60E+00,1.82E+00,2.91E+00,7.53E-02,1.32E+00,M',256,P',234,23
2,1,31,1.2913,9.60E+00,2.89E+01,1.79E-01,4.79E-01,1.71E-01,F',232,P',234,24
2,1,31,1.2924,9.59E+00,6.53E+00,2.24E-01,3.92E-01,3.52E-01,M',414,P',234,25
2,1,31,1.2932,9.59E+00,6.02E-01,1.49E+00,8.10E-02,7.26E-01,M',436,P',234,26
2,1,31,1.2944,9.58E+00,5.65E+00,1.19E+00,1.38E-01,6.56E-01,M',254,P',232,27
2,1,31,1.2944,9.58E+00,1.75E+01,3.82E+00,7.77E-01,5.93E+00,J',232,S',212,28
2,1,31,1.2948,9.58E+00,1.54E+01,0.00E+00,1.00E+00,0.00E+00,R,333,Y,111,29
2,1,31,1.2949,9.58E+00,3.82E+00,2.45E+00,3.66E-01,3.59E+00,J',234,D',254,30
2,1,31,1.295,9.57E+00,1.12E+01,5.65E-04,6.23E-01,7.04E-04,I',452,D',254,31
2,1,31,1.295,9.57E+00,6.04E+00,1.16E+00,4.91E-01,2.29E+00,I',234,D',254,32
2,1,31,1.2953,9.57E+00,1.87E+01,1.32E-03,7.80E-01,6.18E-03,I',456,D',256,33
2,1,31,1.2954,9.57E+00,8.88E+00,6.45E-02,7.78E-01,1.00E-01,M',432,P',232,34
2,1,31,1.2954,9.57E+00,3.72E+00,9.97E-04,5.17E-01,3.10E-03,I',276,D',254,35
2,1,31,1.2954,9.57E+00,1.37E+00,1.16E+00,1.11E-01,5.18E-01,I',234,D',256,36
2,1,31,1.2956,9.57E+00,1.07E+01,1.30E-01,5.21E-01,2.72E-01,I',254,D',256,37
2,1,31,1.2957,9.57E+00,1.35E+01,1.19E+00,3.29E-01,1.56E+00,M',254,P',234,38
2,1,31,1.2958,9.57E+00,1.21E+01,2.46E-01,8.15E-01,1.60E+00,I',478,D',256,39
2,1,31,1.2962,9.57E+00,1.15E+01,2.29E-01,7.30E-01,6.68E-01,J',434,S',212,40
2,1,31,1.2965,9.56E+00,1.50E+01,1.05E-01,9.41E-01,5.95E-01,I',476,D',254,41
2,1,31,1.2967,9.56E+00,1.36E+01,7.46E-01,7.98E-01,3.57E+00,M',456,P',234,42
2,1,31,1.2968,9.56E+00,3.66E+00,2.00E-02,6.97E-01,2.79E-02,J',432,S',212,43
2,1,31,1.2968,9.56E+00,3.99E+00,5.14E-04,8.64E-01,1.77E-03,I',474,D',254,44
2,1,31,1.2968,9.56E+00,4.38E+00,1.34E-01,5.11E-01,2.74E-01,M',234,P',234,45
2,1,31,1.2972,9.56E+00,1.48E+01,2.22E-02,6.56E-01,5.84E-02,M',454,P',232,46
2,1,31,1.2985,9.55E+00,2.14E+00,1.14E+00,1.63E-01,7.47E-01,C',234,D',256,47
2,1,31,1.2989,9.55E+00,3.25E+00,1.79E-01,2.12E-01,1.52E-01,K',234,S',212,48
2,1,31,1.2994,9.54E+00,2.28E+00,2.34E+00,2.82E-01,1.32E+00,E',212,P',232,49
2,1,31,1.3008,9.53E+00,2.82E+00,2.34E+00,3.48E-01,1.63E+00,E',212,P',234,50
3,1,32,1.0248,1.21E+01,2.80E+01,0.00E+00,1.00E+00,0.00E+00,R',133,Y,111,1
3,1,32,1.0251,1.21E+01,2.35E-01,5.88E-04,2.30E-02,2.71E-05,I',232,S,212,2
3,1,32,1.0262,1.21E+01,5.50E+00,0.00E+00,1.00E+00,0.00E+00,R',333,Y,111,3
3,1,32,1.0288,1.21E+01,4.93E-02,3.46E+00,6.15E-03,8.51E-02,J',234,S,212,4
3,1,32,1.029,1.20E+01,1.46E-01,1.05E-01,7.58E-03,3.18E-03,I',234,S,212,5
3,1,32,1.0292,1.20E+01,3.67E-01,3.96E-02,1.53E-02,2.42E-03,I',254,S,212,6
3,1,32,1.0306,1.20E+01,3.10E-01,2.18E+00,2.88E-03,2.51E-02,F',234,P,232,7
3,1,32,1.031,1.20E+01,9.26E+00,1.27E+00,6.38E-01,3.24E+00,C',234,S,212,8
3,1,32,1.0317,1.20E+01,1.17E-01,3.84E+00,4.68E-03,3.59E-02,J',232,S,212,9
3,1,32,1.0321,1.20E+01,1.41E+01,1.06E-01,7.78E-01,1.64E-01,C',232,S,212,10
