ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""4092.70735""","=""1.14e+06""","=""1.71e-03""",B,"=""2.83159117""","=""5.86098438""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",5,3,,"=""T6110""","=""L11631""",
"=""4097.12631""","=""2.65e+06""","=""4.76e-03""",B+,"=""2.58810592""","=""5.61423177""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""4098.23956""","=""2.9e+06""","=""7.4e-03""",E,"=""3.28302483""","=""6.30832866""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""4099.33206""","=""7.49e+06""","=""1.89e-02""",B,"=""3.24096914""","=""6.26546671""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4101.89484""","=""2.92e+04""","=""6.02e-05""",A,"=""0.85899575""","=""3.88160368""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""",11,9,,"=""T3548""","=""L11631""",
"=""4102.41835""","=""2.6e+06""","=""6.4e-03""",D,"=""3.39650880""","=""6.41873101""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""3""",7,7,,"=""T2491n""","=""L11631""",
"=""4102.8428""","=""3.9e+05""","=""3.0e-03""",E,"=""2.48437256""","=""5.50628207""","=""3d6.4s2""","=""a 3P2""","=""0""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""1""",1,3,,"=""T2578n""","=""L11631""",
"=""4106.10116""","=""2.6e+05""","=""6.5e-04""",D,"=""3.33201954""","=""6.35153108""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""5""",11,11,,"=""T2578n""","=""L11631""",
"=""4107.41734""","=""3.3e+05""","=""8.2e-04""",E,"=""2.58810592""","=""5.60664989""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""4107.58100""","=""2.52e+06""","=""4.55e-03""",C+,"=""3.39650880""","=""6.41493251""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""4108.64726""","=""1.74e+07""","=""2.64e-02""",B,"=""2.83159117""","=""5.84923154""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4109.28918""","=""3.5e+05""","=""1.1e-03""",E,"=""3.24096914""","=""6.25813812""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""4110.21576""","=""3.62e+06""","=""2.75e-02""",C,"=""3.29183986""","=""6.30832866""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""4110.96126""","=""1.51e+07""","=""3.83e-02""",B,"=""2.84504259""","=""5.86098438""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""4113.47887""","=""1.5e+06""","=""2.7e-03""",D,"=""3.39650880""","=""6.41060472""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""4114.1189""","=""1.1e+07""","=""3.4e-02""",D,"=""4.17769679""","=""7.19132379""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""6""",11,13,,"=""T2491n""","=""L11631""",
"=""4115.60555""","=""3.92e+06""","=""9.95e-03""",C+,"=""2.83159117""","=""5.84412959""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4116.09868""","=""1.57e+06""","=""3.99e-03""",C+,"=""3.36825640""","=""6.38043390""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4119.7063""","=""4.96e+07""","=""1.49e-01""",B,"=""3.57321890""","=""6.58275864""","=""3d7.(2H).4s""","=""a 1H""","=""5""","=""3d7.(2H).4p""","=""1I*""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""4120.04747""","=""1.9e+06""","=""6.8e-03""",E,"=""3.26570610""","=""6.27499663""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""4121.36870""","=""1.93e+06""","=""6.01e-03""",B,"=""2.99035244""","=""5.99867825""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d7.(2G).4p""","=""z 1H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4122.96513""","=""1.99e+06""","=""7.10e-03""",B,"=""2.83159117""","=""5.83875215""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4123.67835""","=""3.23e+06""","=""1.37e-02""",B,"=""2.84504259""","=""5.85168345""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4124.89131""","=""6.04e+05""","=""1.54e-03""",B,"=""2.99035244""","=""5.99610917""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4126.7837""","=""9.9e+06""","=""3.1e-02""",E,"=""4.22036211""","=""7.2247405""","=""3d7.(4F).4p""","=""y 5F*""","=""4""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""5""",9,11,,"=""T2578n""","=""L11631""",
"=""4127.04395""","=""7.96e+05""","=""2.03e-03""",C,"=""2.84504259""","=""5.84923154""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""u 5D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""4127.34664""","=""4.2e+06""","=""1.1e-02""",D,"=""3.33201954""","=""6.33598817""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""5""",11,11,,"=""T2578n""","=""L11631""",
"=""4128.0155""","=""1.3e+06""","=""1.1e-03""",D,"=""2.84504259""","=""5.84852446""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""u 5D*""","=""0""",3,1,,"=""T2578n""","=""L11631""",
"=""4128.77194""","=""1.43e+07""","=""1.10e-01""",B,"=""2.85805275""","=""5.86098438""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d7.(4P).4p""","=""w 3D*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""4130.62490""","=""6.5e+05""","=""1.7e-03""",E,"=""3.39650880""","=""6.39809335""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""4133.22338""","=""1.18e+07""","=""4.23e-02""",B+,"=""1.60789577""","=""4.60759327""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4134.06474""","=""7.70e+06""","=""3.29e-02""",B,"=""2.84504259""","=""5.84412959""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4135.02135""","=""2.12e+06""","=""5.43e-03""",C+,"=""3.36825640""","=""6.36664959""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4135.50187""","=""1.06e+03""","=""2.11e-06""",C+,"=""0.0000000""","=""2.99804479""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4135.58567""","=""2.62e+06""","=""4.03e-03""",C+,"=""3.01725044""","=""6.01523448""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4135.84343""","=""1.25e+07""","=""4.49e-02""",C+,"=""2.83159117""","=""5.82938837""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4137.68717""","=""1.32e+06""","=""3.39e-03""",C,"=""3.36825640""","=""6.36471779""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4138.16437""","=""2.75e+07""","=""1.18e-01""",B,"=""3.41489715""","=""6.41101300""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d7.(2P).4p""","=""y 1D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4141.09437""","=""1.83e+04""","=""4.70e-05""",A,"=""0.99011115""","=""3.98410712""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""2""",5,5,,"=""T3548""","=""L11631""",
"=""4143.0308""","=""6.57e+05""","=""1.69e-03""",B,"=""3.01762252""","=""6.01021907""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4143.7557""","=""7.5e+06""","=""3.2e-02""",E,"=""4.30127816""","=""7.2933513""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (4D).4d""","=""g 5G""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""4144.58295""","=""2.70e+07""","=""6.95e-02""",B,"=""3.04686890""","=""6.03834476""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4145.03614""","=""1.33e+07""","=""4.40e-02""",B+,"=""1.55735733""","=""4.54850612""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4146.3683""","=""7.8e+04""","=""1.6e-04""",E,"=""2.69240763""","=""5.68259542""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",11,9,,"=""T2578n""","=""L11631""",
"=""4147.23325""","=""3.78e+05""","=""1.19e-03""",C+,"=""2.99035244""","=""5.97991659""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4148.83824""","=""4.36e+05""","=""8.74e-04""",A,"=""1.48486439""","=""4.47327202""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""3""",9,7,,"=""T3831""","=""L11631""",
"=""4150.53475""","=""4.23e+06""","=""1.29e-02""",C,"=""3.33201954""","=""6.31920567""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""6""",11,13,,"=""T5720""","=""L11631""",
"=""4151.41902""","=""7.7e+06""","=""2.0e-02""",D,"=""3.43018998""","=""6.41673983""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""4153.33947""","=""3.24e+04""","=""8.37e-05""",A,"=""0.95815732""","=""3.94332623""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""",7,7,,"=""T3548""","=""L11631""",
"=""4154.89257""","=""1.6e-02""","=""""",E,"=""0.08728574""","=""3.07133880""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d7.(2P).4s""","=""c 3P""","=""1""",5,3,M1,"=""T6409""","=""""",
"=""4155.07073""","=""2.05e+07""","=""6.82e-02""",B+,"=""3.39650880""","=""6.38043390""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4155.66990""","=""2.64e+07""","=""4.10e-02""",B,"=""2.83159117""","=""5.81508605""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4155.97663""","=""1.40e+07""","=""4.42e-02""",B,"=""3.36825640""","=""6.35153108""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4157.84320""","=""5.27e+05""","=""1.37e-03""",B,"=""2.94879294""","=""5.93072834""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3G*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""4157.97062""","=""1.20e+07""","=""3.11e-02""",B,"=""2.83159117""","=""5.81343520""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4158.95181""","=""2.18e+07""","=""7.91e-02""",B+,"=""3.41695281""","=""6.39809335""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4159.96462""","=""1.6e+07""","=""6.7e-02""",D,"=""3.43018998""","=""6.41060472""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""4162.25242""","=""9.5e+05""","=""2.5e-03""",D,"=""3.36825640""","=""6.34703293""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""4""",9,9,,"=""T2578n""","=""L11631""",
"=""4162.65751""","=""3.01e+05""","=""1.00e-03""",B,"=""3.01762252""","=""5.99610917""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4169.0336""","=""5.85e+05""","=""1.52e-03""",C,"=""3.30140276""","=""6.27533411""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4169.78914""","=""6.8e+05""","=""1.4e-03""",D,"=""3.36825640""","=""6.34164892""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""4170.11796""","=""1.9e+06""","=""4.8e-03""",D,"=""3.41695281""","=""6.39011087""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""4170.93249""","=""1.0e+06""","=""1.9e-03""",D,"=""3.39650880""","=""6.36908625""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""4172.07698""","=""6.29e+06""","=""1.64e-02""",C+,"=""3.01725044""","=""5.98901244""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(4P).4p""","=""x 3P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4172.8662""","=""2.01e+06""","=""4.08e-03""",C,"=""3.69459719""","=""6.66579718""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d7.(2D2).4p""","=""x 1F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4173.0753""","=""1.09e+06""","=""3.98e-03""",C+,"=""3.30092244""","=""6.27197352""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2G).4p""","=""z 1F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4173.29786""","=""9.80e+06""","=""1.83e-02""",C+,"=""3.25148176""","=""6.22237439""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d7.(2P).4p""","=""w 3P*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""4173.81641""","=""2.24e+06""","=""5.84e-03""",B,"=""3.33201954""","=""6.30254306""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""4173.92042""","=""6.46e+04""","=""1.20e-04""",A,"=""0.95815732""","=""3.92860683""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""2""",7,5,,"=""T3548""","=""L11631""",
"=""4174.49105""","=""2.63e+06""","=""6.87e-03""",C+,"=""2.84504259""","=""5.81508605""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""4175.09688""","=""6.50e+04""","=""1.02e-04""",B,"=""0.99011115""","=""3.95972364""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4176.08914""","=""5.87e+04""","=""1.19e-04""",A,"=""0.91460217""","=""3.88350907""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""3""",9,7,,"=""T3548""","=""L11631""",
"=""4176.81267""","=""1.14e+07""","=""4.96e-02""",B,"=""2.84504259""","=""5.81343520""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4178.77100""","=""3.71e+04""","=""9.72e-05""",A,"=""0.91460217""","=""3.88160368""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""4""",9,9,,"=""T3548""","=""L11631""",
"=""4182.93305""","=""2.32e+07""","=""8.51e-02""",B,"=""2.83159117""","=""5.79564049""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4183.56111""","=""5.04e+06""","=""1.32e-02""",D+,"=""3.01725044""","=""5.98085478""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4183.93674""","=""1.3e+06""","=""4.7e-03""",D,"=""3.41695281""","=""6.38029108""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""4184.18288""","=""4.0e+05""","=""1.0e-03""",E,"=""3.39650880""","=""6.35967275""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""4186.07067""","=""1.03e+07""","=""2.70e-02""",B,"=""2.83159117""","=""5.79341882""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4188.21837""","=""2.15e+07""","=""4.04e-02""",B,"=""2.44955978""","=""5.40986861""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""2""",7,5,,"=""T4187""","=""L11631""",
"=""4188.76730""","=""4.48e+06""","=""1.96e-02""",C+,"=""3.43018998""","=""6.39011087""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4188.97505""","=""1.52e+07""","=""3.10e-02""",B,"=""2.42543332""","=""5.38520741""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""3""",9,7,,"=""T4187""","=""L11631""",
"=""4190.73844""","=""2.7e+06""","=""5.5e-03""",D,"=""3.69459719""","=""6.65312587""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d7.(4F).5p""","=""5F*""","=""3""",9,7,,"=""T2578n""","=""L11631""",
"=""4192.61107""","=""2.73e+07""","=""4.32e-02""",B,"=""2.46883473""","=""5.42604198""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4192.85770""","=""4.06e+06""","=""3.21e-02""",B,"=""2.85805275""","=""5.81508605""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""4196.51085""","=""1.11e+07""","=""2.93e-02""",B,"=""3.33201954""","=""6.28647868""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""4196.79969""","=""1.21e+06""","=""3.19e-03""",C+,"=""3.01725044""","=""5.97150625""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4197.39087""","=""1.09e+07""","=""2.88e-02""",B+,"=""3.39650880""","=""6.35034852""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4197.71313""","=""3.0e+05""","=""7.9e-04""",E,"=""2.94879294""","=""5.90240588""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""5""",11,11,,"=""T2578n""","=""L11631""",
"=""4199.42939""","=""1.47e+07""","=""3.89e-02""",B+,"=""3.36825640""","=""6.32066224""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4199.48653""","=""8.03e+06""","=""1.74e-02""",B,"=""2.39920471""","=""5.35157038""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""5""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""4""",11,9,,"=""T4187""","=""L11631""",
"=""4199.81687""","=""1.25e+07""","=""3.30e-02""",B,"=""3.41695281""","=""6.36908625""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4200.27799""","=""4.92e+07""","=""1.59e-01""",B,"=""3.04686890""","=""5.99867825""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""z 1H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4202.10759""","=""6.25e+06""","=""2.13e-02""",C+,"=""3.39650880""","=""6.34703293""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4203.21273""","=""8.22e+06""","=""2.18e-02""",A,"=""1.48486439""","=""4.43461275""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""z 3G*""","=""4""",9,9,,"=""T3831""","=""L11631""",
"=""4203.93684""","=""2.53e+05""","=""6.70e-04""",C+,"=""3.04686890""","=""5.99610917""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4204.75279""","=""1.70e+04""","=""4.51e-05""",C,"=""1.01105568""","=""3.95972364""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""4205.1223""","=""2.97e+06""","=""7.87e-03""",B,"=""3.63434980""","=""6.58275864""","=""3d6.4s2""","=""a 1I""","=""6""","=""3d7.(2H).4p""","=""1I*""","=""6""",13,13,,"=""T5720""","=""L11631""",
"=""4205.16884""","=""7.37e+06""","=""3.26e-02""",B,"=""2.84504259""","=""5.79341882""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4206.72361""","=""2.77e+06""","=""7.35e-03""",D+,"=""3.41695281""","=""6.36423934""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4207.88129""","=""5.90e+03""","=""1.57e-05""",D+,"=""0.05156912""","=""2.99804479""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4208.31230""","=""4.8e+06""","=""7.7e-03""",D+,"=""2.83159117""","=""5.77776507""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""z 3S*""","=""1""",5,3,,"=""T2491n""","=""L11631""",
