ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""3967.93307""","=""6.81e+05""","=""2.25e-03""",C,"=""3.30092244""","=""6.42557692""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2H).4p""","=""u 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3968.54310""","=""1.52e+07""","=""2.79e-02""",B,"=""3.30140276""","=""6.42557692""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d7.(2H).4p""","=""u 3G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3969.08370""","=""6.09e+06""","=""1.85e-02""",B+,"=""3.24096914""","=""6.36471779""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""3970.37985""","=""2.26e+07""","=""4.15e-02""",B+,"=""1.48486439""","=""4.60759327""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3971.5122""","=""3.9e+07""","=""3.0e-02""",E,"=""3.07133880""","=""6.19317735""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d7.(2P).4p""","=""w 3P*""","=""0""",3,1,,"=""T2578n""","=""L11631""",
"=""3972.44553""","=""4.97e+06""","=""9.63e-03""",B,"=""2.69240763""","=""5.81351269""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""3974.7734""","=""5.81e+06""","=""1.93e-02""",B,"=""3.54652001""","=""6.66579718""","=""3d7.(2D2).4s""","=""a 1D""","=""2""","=""3d7.(2D2).4p""","=""x 1F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3975.50437""","=""8.2e+05""","=""2.0e-03""",E,"=""3.24096914""","=""6.35967275""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""3975.8837""","=""3.44e+05""","=""8.16e-04""",C+,"=""2.22271209""","=""5.34111814""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""3976.32749""","=""1.2e+05""","=""4.0e-04""",D,"=""2.46883473""","=""5.58689276""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""3977.50941""","=""3.98e+05""","=""1.32e-03""",C,"=""3.01725044""","=""6.13438193""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""1F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""3977.73787""","=""1.20e+07""","=""4.74e-02""",C+,"=""3.41489715""","=""6.53184961""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d7.(2D2).4p""","=""t 3D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""3978.8659""","=""6.41e+06""","=""1.52e-02""",B,"=""2.19786640""","=""5.31393522""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3982.89680""","=""3.57e+06""","=""8.49e-03""",B,"=""2.72754450""","=""5.84045966""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3985.08272""","=""5.72e+06""","=""1.06e-02""",B,"=""2.72754450""","=""5.83875215""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3986.51410""","=""8.53e+06""","=""2.03e-02""",B,"=""3.30092244""","=""6.41101300""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2P).4p""","=""y 1D*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""3990.98580""","=""5.3e+06""","=""1.8e-02""",D,"=""3.54652001""","=""6.65312587""","=""3d7.(2D2).4s""","=""a 1D""","=""2""","=""3d7.(4F).5p""","=""5F*""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""3991.50145""","=""1.43e+06""","=""3.41e-03""",B,"=""3.04686890""","=""6.15307342""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""v 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3995.2421""","=""9.22e+05""","=""2.70e-03""",C+,"=""3.04686890""","=""6.15016512""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""y 3H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3997.11281""","=""1.60e+06""","=""2.98e-03""",B,"=""2.72754450""","=""5.82938837""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""3998.0937""","=""7.95e+06""","=""1.90e-02""",C+,"=""3.69459719""","=""6.7956800""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""3998.52199""","=""1.26e+07""","=""3.69e-02""",B+,"=""2.72754450""","=""5.82829520""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""3999.18257""","=""5.70e+06""","=""1.12e-02""",B,"=""2.69240763""","=""5.79264615""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(4P).4p""","=""u 5D*""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""4001.38352""","=""2.2e+06""","=""5.2e-03""",E,"=""3.26570610""","=""6.36423934""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 7F""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""4001.58831""","=""1.01e+06""","=""2.43e-03""",C+,"=""2.99035244""","=""6.08872711""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d7.(2G).4p""","=""w 3F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4002.79235""","=""7.47e+05""","=""1.79e-03""",C+,"=""2.17594512""","=""5.27338780""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4004.8933""","=""6.76e+06""","=""1.63e-02""",C,"=""3.41489715""","=""6.51071489""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d7.(2P).4p""","=""u 3D*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""4006.37382""","=""2.04e+07""","=""3.51e-02""",A,"=""1.55735733""","=""4.65203107""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""2""",7,5,,"=""T3831""","=""L11631""",
"=""4007.44359""","=""5.1e+06""","=""1.0e-02""",D,"=""3.26711257""","=""6.36096020""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d7.(2D2).4p""","=""v 3F*""","=""4""",11,9,,"=""T2578n""","=""L11631""",
"=""4007.7568""","=""5.89e+06""","=""4.26e-02""",B,"=""3.11096179""","=""6.20456765""","=""3d7.(2P).4s""","=""c 3P""","=""0""","=""3d7.(2P).4p""","=""w 3P*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""4008.40466""","=""4.40e+06""","=""7.57e-03""",B,"=""2.75857762""","=""5.85168345""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""4010.8460""","=""4.64e+06""","=""1.87e-02""",B,"=""2.22271209""","=""5.31393522""","=""3d7.(4P).4s""","=""a 5P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4011.30739""","=""7.9e+05""","=""2.4e-03""",E,"=""3.64164057""","=""6.73250811""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d6.(3D).4s.4p.(3P*)""","=""5D*""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""4012.54096""","=""2.26e+05""","=""4.24e-04""",B,"=""2.55917148""","=""5.64908881""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4012.84528""","=""1.1e+05""","=""3.4e-04""",D,"=""2.44955978""","=""5.53924278""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""3""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""4014.91622""","=""4.19e+05""","=""1.42e-03""",C,"=""3.01725044""","=""6.10533975""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(2G).4p""","=""w 3F*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4015.66559""","=""1.53e+07""","=""2.88e-02""",C+,"=""3.04686890""","=""6.13438193""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""1F*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4018.21780""","=""8.42e+05""","=""1.46e-03""",C,"=""2.75857762""","=""5.84412959""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",7,5,,"=""T5720""","=""L11631""",
"=""4018.28367""","=""3.25e+06""","=""9.61e-03""",B+,"=""3.04686890""","=""6.13237029""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""v 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4019.40262""","=""3.44e+06""","=""1.17e-02""",B,"=""3.26570610""","=""6.35034852""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4020.1797""","=""1.1e+05""","=""3.8e-04""",E,"=""2.60850194""","=""5.6925481""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""3""",5,7,,"=""T2578n""","=""L11631""",
"=""4021.61975""","=""8.2e+05""","=""2.6e-03""",E,"=""3.64164057""","=""6.72458242""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""4""",7,9,,"=""T2578n""","=""L11631""",
"=""4023.00272""","=""8.55e+06""","=""2.67e-02""",B,"=""2.75857762""","=""5.84045966""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""z 3H*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4025.23290""","=""1.07e+05""","=""2.60e-04""",C,"=""2.75857762""","=""5.83875215""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4025.86214""","=""8.09e+06""","=""2.53e-02""",B,"=""3.24096914""","=""6.32066224""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4031.32290""","=""2.85e+05""","=""9.71e-04""",C+,"=""2.19786640""","=""5.27338780""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4031.62715""","=""1.04e+07""","=""3.10e-02""",B,"=""3.21118938""","=""6.28647868""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4032.02817""","=""5.02e+06""","=""9.52e-03""",C+,"=""3.69459719""","=""6.76958063""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4033.0998""","=""7.6e+06""","=""3.1e-02""",D+,"=""3.27398440""","=""6.34815078""","=""3d7.(2D2).4s""","=""a 3D""","=""1""","=""3d7.(2D2).4p""","=""v 3F*""","=""2""",3,5,,"=""T2491n""","=""L11631""",
"=""4033.76634""","=""2.46e+05""","=""4.66e-04""",D+,"=""1.48486439""","=""4.55852281""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4034.32533""","=""8.40e+04""","=""2.05e-04""",C+,"=""2.55917148""","=""5.63240401""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4037.50699""","=""9.6e+04""","=""2.3e-04""",E,"=""2.75857762""","=""5.82938837""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""4041.77972""","=""4.8e+06""","=""1.6e-02""",D+,"=""3.30092244""","=""6.36848691""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2D2).4p""","=""v 3F*""","=""3""",5,7,,"=""T2491n""","=""L11631""",
"=""4045.03957""","=""8.69e+06""","=""2.13e-02""",D+,"=""3.24096914""","=""6.30606149""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4045.75146""","=""8.17e+06""","=""1.20e-02""",B,"=""2.83159117""","=""5.89614419""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""y 3S*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4046.73624""","=""7.39e+06""","=""1.41e-02""",C,"=""3.21118938""","=""6.27499663""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4046.95487""","=""8.62e+07""","=""2.12e-01""",A,"=""1.48486439""","=""4.54850612""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""y 3F*""","=""4""",9,9,,"=""T3831""","=""L11631""",
"=""4047.20482""","=""6.85e+06""","=""1.01e-02""",C+,"=""3.26570610""","=""6.32915863""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4048.4458""","=""2.15e+05""","=""3.17e-04""",C,"=""2.27860466""","=""5.34111814""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4050.47015""","=""2.11e+05""","=""5.19e-04""",B,"=""2.58810592""","=""5.64908881""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4053.04988""","=""3.3e+06""","=""5.7e-03""",D,"=""3.39650880""","=""6.45554341""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""4055.32288""","=""7.7e+05""","=""1.9e-03""",D,"=""3.26570610""","=""6.32302612""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""4056.01157""","=""9.61e+06""","=""1.42e-02""",B,"=""3.41695281""","=""6.47375371""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",5,3,,"=""T6110""","=""L11631""",
"=""4056.18037""","=""4.43e+05""","=""1.34e-03""",B+,"=""2.55917148""","=""5.61584517""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""5""",9,11,,"=""T5720""","=""L11631""",
"=""4058.48883""","=""4.95e+05""","=""1.57e-03""",C,"=""2.75857762""","=""5.81351269""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4059.36282""","=""4.47e+06""","=""8.59e-03""",C+,"=""3.21118938""","=""6.26546671""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""3""",9,7,,"=""T5720""","=""L11631""",
"=""4059.89976""","=""6.52e+05""","=""2.68e-03""",C,"=""2.42419831""","=""5.47807170""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""2""",3,5,,"=""T5720""","=""L11631""",
"=""4060.8596""","=""5.71e+06""","=""8.47e-03""",C+,"=""3.54652001""","=""6.59967157""","=""3d7.(2D2).4s""","=""a 1D""","=""2""","=""3d7.(2D2).4p""","=""v 3P*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4063.58800""","=""1.85e+07""","=""4.58e-02""",C+,"=""2.84504259""","=""5.89614419""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""y 3S*""","=""1""",3,3,,"=""T5720""","=""L11631""",
"=""4064.74125""","=""6.65e+07""","=""1.65e-01""",B+,"=""1.55735733""","=""4.60759327""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4F).4p""","=""y 3F*""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4066.52874""","=""1.7e+07""","=""1.4e-02""",D+,"=""3.43018998""","=""6.47908516""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""0""",3,1,,"=""T2491n""","=""L11631""",
"=""4067.73329""","=""1.17e+06""","=""2.90e-03""",B,"=""2.99035244""","=""6.03834476""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3H).4s.4p.(3P*)""","=""y 1G*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4068.41926""","=""2.19e+06""","=""4.23e-03""",B,"=""2.55917148""","=""5.60664989""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""3""",9,7,,"=""T4293""","=""L11631""",
"=""4069.12648""","=""1.51e+07""","=""3.75e-02""",B,"=""3.21118938""","=""6.25813812""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4070.21512""","=""1.9e+06""","=""4.7e-03""",D,"=""3.28302483""","=""6.32915863""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""4071.91971""","=""1.1e+07""","=""2.0e-02""",D+,"=""3.24096914""","=""6.28582776""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""2""",7,5,,"=""T2491n""","=""L11631""",
"=""4072.66946""","=""4.28e+05""","=""1.37e-03""",B+,"=""2.58810592""","=""5.63240401""","=""3d6.4s2""","=""b 3F2""","=""3""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""4""",7,9,,"=""T5720""","=""L11631""",
"=""4072.88725""","=""7.64e+07""","=""1.90e-01""",A,"=""1.60789577""","=""4.65203107""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4F).4p""","=""y 3F*""","=""2""",5,5,,"=""T3831""","=""L11631""",
"=""4073.65212""","=""4.88e+06""","=""1.21e-02""",B,"=""3.43018998""","=""6.47375371""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",3,3,,"=""T6110""","=""L11631""",
"=""4074.91221""","=""1.68e+07""","=""2.51e-02""",B,"=""3.26570610""","=""6.30832866""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4075.93616""","=""3.43e+06""","=""8.55e-03""",C+,"=""3.04686890""","=""6.08872711""","=""3d7.(2G).4s""","=""a 1G""","=""4""","=""3d7.(2G).4p""","=""w 3F*""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4077.3694""","=""1.4e+06""","=""3.4e-03""",E,"=""3.07133880""","=""6.11212776""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d6.(3F2).4s.4p.(3P*)""","=""v 3D*""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""4077.64039""","=""4.43e+05""","=""1.55e-03""",B,"=""2.60850194""","=""5.64908881""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3H).4s.4p.(3P*)""","=""y 3G*""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4077.77990""","=""1.32e+07""","=""3.29e-02""",B,"=""3.21118938""","=""6.25167222""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""4""",9,9,,"=""T5720""","=""L11631""",
"=""4077.95085""","=""3.81e+06""","=""1.33e-02""",D+,"=""3.26570610""","=""6.30606149""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""3""",5,7,,"=""T5720""","=""L11631""",
"=""4079.50465""","=""4.55e+06""","=""6.81e-03""",B+,"=""2.60850194""","=""5.64769932""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 3D*""","=""1""",5,3,,"=""T5720""","=""L11631""",
"=""4080.31929""","=""5.4e+06""","=""1.4e-02""",E,"=""3.41695281""","=""6.45554341""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""4080.98969""","=""5.83e+06""","=""4.37e-02""",B,"=""2.85805275""","=""5.89614419""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d7.(4P).4p""","=""y 3S*""","=""1""",1,3,,"=""T5720""","=""L11631""",
"=""4081.3610""","=""2.3e+07""","=""1.9e-02""",D,"=""3.28302483""","=""6.32083991""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d6.(5D).4s (6D).4d""","=""f 5D""","=""0""",3,1,,"=""T2491n""","=""L11631""",
"=""4082.02786""","=""2.3e+06""","=""1.7e-02""",D,"=""3.29183986""","=""6.32915863""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""1""",1,3,,"=""T2578n""","=""L11631""",
"=""4083.25929""","=""2.5e+06""","=""6.2e-03""",D,"=""3.41695281""","=""6.45335558""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",5,5,,"=""T2578n""","=""L11631""",
"=""4083.5778""","=""4.0e+06""","=""1.0e-02""",E,"=""3.63521992""","=""6.67138589""","=""3d6.4s2""","=""b 3D""","=""1""","=""3d7.(2P).4p""","=""x 3S*""","=""1""",3,3,,"=""T2578n""","=""L11631""",
"=""4084.7017""","=""1.84e+05""","=""4.60e-04""",C,"=""2.27860466""","=""5.31393522""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""x 5P*""","=""2""",5,5,,"=""T5720""","=""L11631""",
"=""4085.64459""","=""8.66e+06""","=""1.77e-02""",C+,"=""3.33201954""","=""6.36664959""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",11,9,,"=""T5720""","=""L11631""",
"=""4086.15728""","=""4.7e+06""","=""2.0e-02""",D,"=""2.84504259""","=""5.87929188""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""1D*""","=""2""",3,5,,"=""T2578n""","=""L11631""",
"=""4086.45601""","=""8.92e+06""","=""2.23e-02""",C+,"=""3.24096914""","=""6.27499663""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",7,7,,"=""T5720""","=""L11631""",
"=""4087.1354""","=""5.1e+06""","=""9.2e-03""",E,"=""4.15435379""","=""7.1878769""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d6.(5D).4s (4D).4d""","=""i 5D""","=""2""",7,5,,"=""T2578n""","=""L11631""",
"=""4088.24710""","=""1.9e+06""","=""3.8e-03""",D,"=""3.33201954""","=""6.36471779""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",11,9,,"=""T2491n""","=""L11631""",
"=""4089.7099""","=""4.2e+06""","=""6.3e-03""",D,"=""3.63977237""","=""6.67138589""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d7.(2P).4p""","=""x 3S*""","=""1""",5,3,,"=""T2578n""","=""L11631""",
"=""4090.37085""","=""3.45e+05""","=""8.64e-04""",C+,"=""2.94879294""","=""5.97991659""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""y 5H*""","=""5""",11,11,,"=""T5720""","=""L11631""",
"=""4091.22666""","=""1.0e+06""","=""2.6e-03""",D,"=""3.39650880""","=""6.42699840""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""3""",7,7,,"=""T2578n""","=""L11631""",
"=""4092.10795""","=""1.1e+06""","=""2.1e-03""",D,"=""3.36825640""","=""6.39809335""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""3""",9,7,,"=""T2578n""","=""L11631""",
