ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""6517.8772""","=""8.3e+03""","=""7.1e-05""",C+,"=""2.89101830""","=""4.79323577""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d6.(5D).4p""","=""z 6D*""","=""7/2""",6,8,,"=""T7589""","=""L18349c139""",
"=""6519.6962""","=""3.4e+04""","=""2.6e-04""",D,"=""7.2693948""","=""9.1710815""","=""3d6.(1G1).4s""","=""d 2G""","=""9/2""","=""3d6.(1I).4p""","=""y 2I*""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""6520.5715""","=""8.e+04""","=""5.e-04""",D,"=""10.9868006""","=""12.8882321""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""6521.5606""","=""1.0e+05""","=""5.e-04""",D,"=""9.0076893""","=""10.9088324""","=""3d6.(3D).4p""","=""w 4D*""","=""7/2""","=""3d6.(5D).4d""","=""4P""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c148""",
"=""6526.5295""","=""2.7e+05""","=""2.0e-03""",D+,"=""10.9868006""","=""12.8864963""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""6532.9554""","=""6.8e+06""","=""4.4e-02""",C+,"=""11.0494038""","=""12.9472309""","=""3d6.(5D).5p""","=""6D*""","=""5/2""","=""3d6.(5D).5d""","=""6F""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""6533.5785""","=""2.5e+05""","=""8.e-04""",D,"=""9.7607579""","=""11.6584040""","=""3d6.(5D).5s""","=""e 6D""","=""3/2""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c148""",
"=""6533.5909""","=""2.5e+05""","=""1.6e-03""",D+,"=""9.7359140""","=""11.6335565""","=""3d6.(5D).5s""","=""e 6D""","=""5/2""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c148""",
"=""6536.2767""","=""4.6e+07""","=""2.93e-01""",B+,"=""11.0756571""","=""12.9725199""","=""3d6.(5D).5p""","=""6D*""","=""3/2""","=""3d6.(5D).5d""","=""6F""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6536.8488""","=""5.3e+05""","=""2.6e-03""",D+,"=""11.0505342""","=""12.9472309""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""","=""3d6.(5D).5d""","=""6F""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""6542.0318""","=""4.5e+07""","=""2.90e-01""",B+,"=""11.0930363""","=""12.9882304""","=""3d6.(5D).5p""","=""6D*""","=""1/2""","=""3d6.(5D).5d""","=""6D""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
"=""6543.1743""","=""3.48e+07""","=""2.79e-01""",B+,"=""11.0505342""","=""12.9453973""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""","=""3d6.(5D).5d""","=""6D""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""6545.6113""","=""2.70e+07""","=""1.39e-01""",B+,"=""11.0002994""","=""12.8944571""","=""3d6.(5D).5p""","=""6D*""","=""9/2""","=""3d6.(5D).5d""","=""6P""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c139""",
"=""6550.2002""","=""4.5e+07""","=""2.18e-01""",B+,"=""11.0164343""","=""12.9092650""","=""3d6.(5D).5p""","=""6D*""","=""7/2""","=""3d6.(5D).5d""","=""6P""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""6552.4406""","=""1.96e+07""","=""1.68e-01""",B+,"=""11.0494038""","=""12.9415873""","=""3d6.(5D).5p""","=""6D*""","=""5/2""","=""3d6.(5D).5d""","=""6F""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6552.6059""","=""1.33e+07""","=""4.3e-02""",C+,"=""10.9300968""","=""12.8222325""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<3>).4f""","=""2[0]*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""6552.6694""","=""1.47e+07""","=""1.26e-01""",B+,"=""11.0896991""","=""12.9818165""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""5/2""","=""3d6.(5D).5d""","=""6D""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6554.1408""","=""7.3e+06""","=""4.7e-02""",C,"=""11.0756571""","=""12.9673497""","=""3d6.(5D).5p""","=""6D*""","=""3/2""","=""3d6.(5D).5d""","=""6D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6556.3573""","=""1.87e+07""","=""1.21e-01""",B+,"=""11.0505342""","=""12.9415873""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""","=""3d6.(5D).5d""","=""6F""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""6558.1249""","=""2.5e+07""","=""1.63e-01""",C+,"=""10.9340507""","=""12.8245941""","=""3d6.(5D).4d""","=""4P""","=""1/2""","=""3d6.(5D<3>).4f""","=""2[1]*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
"=""6561.3233""","=""7.e+04""","=""6.e-04""",D,"=""7.11806748""","=""9.0076893""","=""3d5.4s2""","=""d 4P""","=""5/2""","=""3d6.(3D).4p""","=""w 4D*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6562.9162""","=""7.6e+06""","=""4.9e-02""",C+,"=""11.1122017""","=""13.0013649""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""3/2""","=""3d6.(5D).5d""","=""6P""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6567.1938""","=""6.1e+07""","=""3.91e-01""",B+,"=""11.0002994""","=""12.8882321""","=""3d6.(5D).5p""","=""6D*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""6573.2373""","=""6.9e+07""","=""5.3e-01""",B+,"=""11.0002994""","=""12.8864963""","=""3d6.(5D).5p""","=""6D*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""6575.3080""","=""1.3e+05""","=""9.e-04""",D,"=""7.11806748""","=""9.0036704""","=""3d5.4s2""","=""d 4P""","=""5/2""","=""3d6.(3D).4p""","=""w 4D*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""6577.9581""","=""4.1e+05""","=""5.3e-03""",D+,"=""10.9340507""","=""12.8188939""","=""3d6.(5D).4d""","=""4P""","=""1/2""","=""3d6.(5D<3>).4f""","=""2[2]*""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
"=""6601.8475""","=""3.78e+07""","=""2.47e-01""",B+,"=""11.0164343""","=""12.8944571""","=""3d6.(5D).5p""","=""6D*""","=""7/2""","=""3d6.(5D).5d""","=""6P""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""6611.4968""","=""6.6e+06""","=""2.9e-02""",C+,"=""10.9088324""","=""12.7841142""","=""3d6.(5D).4d""","=""4P""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c148""",
"=""6620.2635""","=""2.8e+05""","=""2.8e-03""",D+,"=""9.7607579""","=""11.6335565""","=""3d6.(5D).5s""","=""e 6D""","=""3/2""","=""3d5.(4D).4s.4p.(3P*)""","=""6D*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6623.8032""","=""1.72e+07""","=""1.42e-01""",B+,"=""11.0164343""","=""12.8882321""","=""3d6.(5D).5p""","=""6D*""","=""7/2""","=""3d6.(5D).5d""","=""6F""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""6629.0679""","=""2.6e+05""","=""2.1e-03""",D+,"=""7.2736817""","=""9.1439928""","=""3d6.(1G1).4s""","=""d 2G""","=""7/2""","=""3d6.(1I).4p""","=""w 2H*""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""6632.5044""","=""2.6e+04""","=""2.0e-04""",D,"=""11.1848145""","=""13.0541566""","=""3d6.(3F1).4p""","=""4G*""","=""11/2""","=""3d6.(3F2).4d""","=""4H""","=""13/2""",12,14,,"=""T6892c83""","=""L18349c145""",
"=""6644.8927""","=""3.4e+06""","=""1.5e-02""",D+,"=""10.9088324""","=""12.7746894""","=""3d6.(5D).4d""","=""4P""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[2]*""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""6649.5224""","=""7.9e+06""","=""5.2e-02""",C+,"=""10.9088324""","=""12.7733903""","=""3d6.(5D).4d""","=""4P""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[2]*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""6652.8164""","=""1.3e+05""","=""9.e-04""",D,"=""7.12826481""","=""8.9918996""","=""3d5.4s2""","=""d 4P""","=""3/2""","=""3d6.(3D).4p""","=""w 4D*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6666.3147""","=""9.0e+06""","=""6.0e-02""",C+,"=""11.0494038""","=""12.9092650""","=""3d6.(5D).5p""","=""6D*""","=""5/2""","=""3d6.(5D).5d""","=""6P""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""6680.6778""","=""2.4e+07""","=""8.0e-02""",C+,"=""10.9300968""","=""12.7859594""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""6681.5875""","=""5.3e+06""","=""3.6e-02""",C+,"=""10.9088324""","=""12.7644423""","=""3d6.(5D).4d""","=""4P""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[3]*""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""6687.3265""","=""1.11e+07""","=""7.4e-02""",C+,"=""10.9300968""","=""12.7841142""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6688.7198""","=""6.6e+06""","=""2.2e-02""",D+,"=""11.4345108""","=""13.2881420""","=""3d6.(5D).5p""","=""4P*""","=""3/2""","=""3d6.(5D).5d""","=""4P""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""6694.9412""","=""1.0e+06""","=""6.7e-03""",D+,"=""10.9340507""","=""12.7859594""","=""3d6.(5D).4d""","=""4P""","=""1/2""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""1/2""",2,2,,"=""T6892c83""","=""L18349c139""",
"=""6695.0797""","=""2.1e+05""","=""7.e-04""",D,"=""7.12826481""","=""8.9801352""","=""3d5.4s2""","=""d 4P""","=""3/2""","=""3d6.(3D).4p""","=""w 4D*""","=""1/2""",4,2,,"=""T6892c83""","=""L18349c139""",
"=""6703.3982""","=""1.1e+05""","=""9.e-04""",D+,"=""11.0164343""","=""12.8660067""","=""3d6.(5D).5p""","=""6D*""","=""7/2""","=""3d6.(3H).4d""","=""4G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""6710.7316""","=""4.1e+06""","=""3.7e-02""",C+,"=""10.9088324""","=""12.7563835""","=""3d6.(5D).4d""","=""4P""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[4]*""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6721.4948""","=""6.0e+06""","=""4.0e-02""",C+,"=""10.9300968""","=""12.7746894""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[2]*""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6726.2319""","=""3.8e+06""","=""3.9e-02""",C+,"=""10.9300968""","=""12.7733903""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[2]*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6733.9428""","=""2.8e+05""","=""1.4e-03""",D+,"=""11.2553628""","=""13.0965456""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c148""",
"=""6750.7331""","=""1.3e+06""","=""1.1e-02""",D+,"=""11.2079078""","=""13.0445113""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c145""",
"=""6751.8598""","=""4.2e+06""","=""3.8e-02""",C+,"=""11.2377818""","=""13.0740788""","=""3d6.(5D).5p""","=""4D*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6756.2249""","=""1.4e+06""","=""9.e-03""",D+,"=""11.1669291""","=""13.0020396""","=""3d6.(3F1).4p""","=""4G*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c148""",
"=""6759.0430""","=""2.5e+06""","=""2.6e-02""",D+,"=""10.9300968""","=""12.7644423""","=""3d6.(5D).4d""","=""4P""","=""3/2""","=""3d6.(5D<4>).4f""","=""2[3]*""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6772.7739""","=""8.0e+06""","=""5.5e-02""",C+,"=""11.1958510""","=""13.0264775""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""6779.1155""","=""9.4e+06""","=""1.30e-01""",C+,"=""11.4455720""","=""13.2744861""","=""3d6.(5D).5p""","=""4P*""","=""1/2""","=""3d6.(5D).5d""","=""4P""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
"=""6789.0349""","=""2.3e+06""","=""1.6e-02""",D+,"=""11.2703037""","=""13.0965456""","=""3d6.(5D).5p""","=""4P*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c148""",
"=""6794.3968""","=""1.9e+05""","=""2.6e-03""",D,"=""11.0930363""","=""12.9178370""","=""3d6.(5D).5p""","=""6D*""","=""1/2""","=""3d6.(3H).4d""","=""4F""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c148""",
"=""6794.4102""","=""1.86e+07""","=""1.29e-01""",B+,"=""11.2190607""","=""13.0438578""","=""3d6.(5D).5p""","=""6F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c148""",
"=""6805.0135""","=""1.89e+07""","=""1.32e-01""",B+,"=""11.2321638""","=""13.0541176""","=""3d6.(5D).5p""","=""6F*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6817.0183""","=""1.41e+07""","=""1.97e-01""",C+,"=""11.2389481""","=""13.0576934""","=""3d6.(5D).5p""","=""6F*""","=""1/2""","=""3d6.(3P2).4d""","=""2P""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c148""",
"=""6817.0313""","=""2.9e+06""","=""2.00e-02""",C+,"=""11.1491737""","=""12.9679155""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c148""",
"=""6817.1280""","=""7.7e+06""","=""5.4e-02""",C+,"=""11.2553628""","=""13.0740788""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""6821.8650""","=""4.8e+05""","=""3.3e-03""",D+,"=""11.2366645""","=""13.0541176""","=""3d6.(3P1).4p""","=""4S*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c148""",
"=""6830.2582""","=""3.1e+05""","=""3.3e-03""",D+,"=""11.2321638""","=""13.0473836""","=""3d6.(5D).5p""","=""6F*""","=""3/2""","=""3d6.(3P2).4d""","=""4P""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c145""",
"=""6843.5510""","=""6.5e+07""","=""6.9e-01""",B+,"=""11.2321638""","=""13.0438578""","=""3d6.(5D).5p""","=""6F*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6857.5164""","=""8.7e+06""","=""9.2e-02""",C+,"=""11.2885412""","=""13.0965456""","=""3d6.(3P1).5p""","=""4P*""","=""3/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6859.7456""","=""7.3e+07""","=""6.8e-01""",B+,"=""11.2190607""","=""13.0264775""","=""3d6.(5D).5p""","=""6F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6862.1915""","=""8.4e+06""","=""5.9e-02""",B+,"=""11.1958510""","=""13.0026236""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""6862.8857""","=""4.6e+06""","=""4.9e-02""",C+,"=""11.4345108""","=""13.2411006""","=""3d6.(5D).5p""","=""4P*""","=""3/2""","=""3d6.(5D).5d""","=""4P""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6864.4102""","=""5.3e+07""","=""4.7e-01""",B+,"=""11.1958510""","=""13.0020396""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c145""",
"=""6868.0385""","=""6.8e+06""","=""4.8e-02""",C+,"=""11.2913111""","=""13.0965456""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",6,6,,"=""T6892c83""","=""L18349c139""",
"=""6872.6217""","=""7.0e+07""","=""5.9e-01""",B+,"=""11.1638849""","=""12.9679155""","=""3d6.(5D).5p""","=""4F*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""6873.5953""","=""1.63e+07""","=""1.54e-01""",B+,"=""11.2703037""","=""13.0740788""","=""3d6.(5D).5p""","=""4P*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6884.2384""","=""1.56e+07""","=""1.33e-01""",B+,"=""11.1669291""","=""12.9679155""","=""3d6.(3F1).4p""","=""4G*""","=""9/2""","=""3d6.(5D).5d""","=""6G""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""6898.0693""","=""5.3e-03""","=""""",C,"=""0.23217279""","=""2.02954815""","=""3d7""","=""a 4F""","=""9/2""","=""3d7""","=""a 2G""","=""7/2""",10,8,M1,"=""T6677""","=""""",
"=""6907.5567""","=""8.5e+07""","=""7.3e-01""",B+,"=""11.2065018""","=""13.0014086""","=""3d6.(5D).5p""","=""6F*""","=""9/2""","=""3d6.(5D).5d""","=""4G""","=""11/2""",10,12,,"=""T6892c83""","=""L18349c139""",
"=""6908.2915""","=""3.9e+06""","=""2.8e-02""",C+,"=""11.2079078""","=""13.0026236""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""6910.5401""","=""1.71e+07""","=""1.53e-01""",B+,"=""11.2079078""","=""13.0020396""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""6G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""6923.9361""","=""8.9e+07""","=""7.5e-01""",B+,"=""11.1491737""","=""12.9398343""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6G""","=""13/2""",12,14,,"=""T6892c83""","=""L18349c139""",
"=""6929.7879""","=""6.6e+07""","=""5.9e-01""",B+,"=""11.2553628""","=""13.0445113""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4G""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""6933.9126""","=""5.9e+07""","=""6.3e-01""",B+,"=""11.3084614""","=""13.0965456""","=""3d6.(5D).5p""","=""4F*""","=""3/2""","=""3d6.(5D).5d""","=""4G""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""6954.5909""","=""5.2e+07""","=""5.0e-01""",B+,"=""11.2913111""","=""13.0740788""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(5D).5d""","=""4G""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""6977.6790""","=""1.92e+07""","=""1.40e-01""",B+,"=""11.2700245""","=""13.0468933""","=""3d6.(5D).5p""","=""4D*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""6989.3227""","=""2.69e+07""","=""1.97e-01""",B+,"=""11.2079078""","=""12.9818165""","=""3d6.(5D).5p""","=""4D*""","=""7/2""","=""3d6.(5D).5d""","=""6D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""7032.1792""","=""3.3e+04""","=""2.0e-04""",E,"=""11.4437749""","=""13.2068727""","=""3d5.(4D).4s.4p.(3P*)""","=""6F*""","=""9/2""","=""3d5.4s.(7S).4d""","=""6D""","=""7/2""",10,8,,"=""T6892c83""","=""L18349c145""",
"=""7041.6748""","=""3.24e+07""","=""1.60e-01""",B+,"=""11.2377818""","=""12.9985021""","=""3d6.(5D).5p""","=""4D*""","=""5/2""","=""3d6.(3F2).4d""","=""4P""","=""3/2""",6,4,,"=""T6892c83""","=""L18349c139""",
"=""7095.9182""","=""8.2e+06""","=""6.2e-02""",B+,"=""11.2553628""","=""13.0026236""","=""3d6.(5D).5p""","=""4F*""","=""7/2""","=""3d6.(5D).5d""","=""4D""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""7129.3867""","=""8.9e+06""","=""5.6e-02""",B+,"=""11.1491737""","=""12.8882321""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6F""","=""9/2""",12,10,,"=""T6892c83""","=""L18349c139""",
"=""7130.0546""","=""1.15e+07""","=""8.7e-02""",B+,"=""11.2065018""","=""12.9453973""","=""3d6.(5D).5p""","=""6F*""","=""9/2""","=""3d6.(5D).5d""","=""6D""","=""9/2""",10,10,,"=""T6892c83""","=""L18349c139""",
"=""7136.5097""","=""3.04e+07""","=""2.32e-01""",B+,"=""11.1491737""","=""12.8864963""","=""3d6.(5D).5p""","=""6F*""","=""11/2""","=""3d6.(5D).5d""","=""6F""","=""11/2""",12,12,,"=""T6892c83""","=""L18349c139""",
"=""7157.1465""","=""1.46e-01""","=""""",C+,"=""0.23217279""","=""1.96448604""","=""3d7""","=""a 4F""","=""9/2""","=""3d7""","=""a 2G""","=""9/2""",10,10,M1,"=""T6677""","=""""",
"=""7173.9753""","=""5.51e-02""","=""""",C+,"=""0.30129858""","=""2.02954815""","=""3d7""","=""a 4F""","=""7/2""","=""3d7""","=""a 2G""","=""7/2""",8,8,M1,"=""T6677""","=""""",
"=""7224.3817""","=""2.5e+04""","=""1.0e-04""",E,"=""3.88869686""","=""5.60488800""","=""3d6.(3D).4s""","=""b 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""",4,2,,"=""T6892c83""","=""L15071""",
"=""7226.4687""","=""2.8e+04""","=""2.2e-04""",E,"=""3.88919250""","=""5.60488800""","=""3d6.(3D).4s""","=""b 4D""","=""1/2""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""",2,2,,"=""T6892c83""","=""L15071""",
"=""7303.5759""","=""2.1e+03""","=""1.7e-05""",E,"=""3.89161339""","=""5.58919550""","=""3d6.(3D).4s""","=""b 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",6,6,,"=""T6892c83""","=""""",
"=""7306.8511""","=""3.0e+05""","=""2.4e-03""",D+,"=""8.9322010""","=""10.6290223""","=""3d6.(3D).4p""","=""w 4P*""","=""3/2""","=""3d6.(5D).4d""","=""4S""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c148""",
"=""7322.6744""","=""1.4e+04""","=""8.e-05""",E,"=""3.89161339""","=""5.58476799""","=""3d6.(3D).4s""","=""b 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 4D*""","=""3/2""",6,4,,"=""T6892c83""","=""L15071""",
"=""7390.2024""","=""4.21e-02""","=""""",C+,"=""0.35186476""","=""2.02954815""","=""3d7""","=""a 4F""","=""5/2""","=""3d7""","=""a 2G""","=""7/2""",6,8,M1,"=""T6677""","=""""",
"=""7399.7752""","=""7.5e+06""","=""6.2e-02""",B+,"=""11.1958510""","=""12.8713640""","=""3d6.(5D).5p""","=""6F*""","=""7/2""","=""3d6.(5D).5d""","=""4F""","=""7/2""",8,8,,"=""T6892c83""","=""L18349c139""",
"=""7413.4161""","=""3.3e+05""","=""3.4e-03""",D+,"=""10.9365793""","=""12.6090094""","=""3d5.(4P).4s.4p.(3P*)""","=""6D*""","=""7/2""","=""3d6.(5D).6s""","=""6D""","=""9/2""",8,10,,"=""T6892c83""","=""L18349c139""",
"=""7418.0647""","=""3.8e+06""","=""2.3e-02""",C+,"=""11.0164343""","=""12.6878163""","=""3d6.(5D).5p""","=""6D*""","=""7/2""","=""3d6.(5D).6s""","=""6D""","=""5/2""",8,6,,"=""T6892c83""","=""L18349c139""",
"=""7423.2690""","=""9.e+05""","=""1.1e-02""",D+,"=""11.0756571""","=""12.7458673""","=""3d6.(5D).5p""","=""6D*""","=""3/2""","=""3d6.(5D).6s""","=""4D""","=""5/2""",4,6,,"=""T6892c83""","=""L18349c139""",
"=""7424.3922""","=""5.8e+06""","=""6.4e-02""",C+,"=""11.2377818""","=""12.9077394""","=""3d6.(5D).5p""","=""4D*""","=""5/2""","=""3d6.(3P2).4d""","=""4F""","=""7/2""",6,8,,"=""T6892c83""","=""L18349c139""",
"=""7437.6682""","=""1.3e+05""","=""1.1e-03""",D,"=""11.3871409""","=""13.0541176""","=""3d6.(5D).5p""","=""w 6P*""","=""3/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",4,4,,"=""T6892c83""","=""L18349c139""",
"=""7441.5974""","=""1.8e+06""","=""3.0e-02""",D+,"=""11.3880210""","=""13.0541176""","=""3d5.(4D).4s.4p.(3P*)""","=""6F*""","=""1/2""","=""3d6.(5D).5d""","=""6G""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
"=""7445.6544""","=""1.6e+06""","=""2.7e-02""",D+,"=""11.3073311""","=""12.9725199""","=""3d6.(5D).5p""","=""4D*""","=""1/2""","=""3d6.(5D).5d""","=""6F""","=""3/2""",2,4,,"=""T6892c83""","=""L18349c139""",
