---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |           Configurations            |     Terms    |         Observed   |           |           Ritz     |           |          |        Ei           Ek        |  gi   gk  |    Aki     |    fik    | Acc. |Type|        TP  |    Line  |
  No.  |                                     |              |        Wavelength/ |   Uncert. |        Wavelength/ |   Uncert. |   Unit   |       (eV)         (eV)       |           |   (s^-1)   |           |      |    |       Ref. |    Ref.  |
       |                                     |              |        Wavenumber  |           |        Wavenumber  |           |          |                               |           |            |           |      |    |            |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       |                                     |              |         368.3431   |  0.0020   |         368.34576  |  0.00015  | nm (air) |  27.91494398  -   31.2799593  |   5 - 7   |            |           |      |    |            |   L9366  |
       |                                     |              |         368.5601   |  0.0020   |         368.55915  |  0.00010  | nm (air) |  27.91494398  -   31.2780110  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         368.6601   |  0.0020   |         368.65952  |  0.00010  | nm (air) |  27.91585952  -   31.2780110  |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         368.8230   |  0.0020   |         368.82265  |  0.00007  | nm (air) |  27.91494398  -   31.2756084  |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         368.9250   |  0.0020   |         368.92315  |  0.00007  | nm (air) |  27.91585952  -   31.2756084  |   3 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |         372.3251   |  0.0020   |         372.32412  |  0.00007  | nm (air) |  27.94654815  -   31.2756084  |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   112 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).4d |   3D  - 3F*  |                    |           |         239.99356  |           | nm (air) |  27.92987570  -   33.0944503  |  15 - 21  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         239.56538  |  0.00002  |         239.56540  |  0.00003  | nm (air) |  27.91494398  -   33.0887483  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         239.91951  |  0.00002  |         239.91946  |  0.00004  | nm (air) |  27.94654815  -   33.1127178  |   7 - 9   |            |           |      |    |            |  L11520  |
       |                                     |              |         240.45771  |  0.00012  |         240.45766  |  0.00003  | nm (air) |  27.91494398  -   33.0695514  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         240.50036  |  0.00002  |         240.50038  |  0.00003  | nm (air) |  27.91585952  -   33.0695514  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.03797  |  0.00004  |         241.03789  |  0.00003  | nm (air) |  27.94654815  -   33.0887483  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.9415   |  0.0020   |         241.94117  |  0.00003  | nm (air) |  27.94654815  -   33.0695514  |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   113 |                                     |   3D  - 3G*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         235.6119   |  0.0020   |         235.612516 |  0.000014 | nm (air) |  27.94654815  -   33.20714657 |   7 - 9   |            |           |      |    |            |   L9366  |
       |                                     |              |         235.89539  |  0.00006  |         235.895509 |  0.000024 | nm (air) |  27.94654815  -   33.2008362  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   114 |                                     |   3D  - 3D*  |                    |           |         228.59535  |           | nm (air) |  27.92987570  -   33.3519439  |  15 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         227.90327  |  0.00004  |         227.90329  |  0.00003  | nm (air) |  27.91494398  -   33.3534756  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         227.947    |  0.005    |         227.94167  |  0.00003  | nm (air) |  27.91585952  -   33.3534756  |   3 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         227.968    |  0.005    |         227.964553 |  0.000016 | nm (air) |  27.91494398  -   33.3520142  |   5 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |         228.085    |  0.005    |         228.08149  |  0.00006  | nm (air) |  27.91494398  -   33.3492268  |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         228.11989  |  0.00009  |         228.11993  |  0.00006  | nm (air) |  27.91585952  -   33.3492268  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         229.239    |  0.005    |         229.23553  |  0.00003  | nm (air) |  27.94654815  -   33.3534756  |   7 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         229.29752  |  0.00002  |         229.297516 |  0.000018 | nm (air) |  27.94654815  -   33.3520142  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   115 |                                     |   3D  - 3P*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         214.795    |  0.005    |         214.79562  |  0.00007  | nm (air) |  27.91585952  -   33.6862370  |   3 - 1   |            |           |      |    |            |   L7492  |
       |                                     |              |         214.873    |  0.005    |         214.87747  |  0.00004  | nm (air) |  27.91494398  -   33.6831238  |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         214.907    |  0.005    |         214.91158  |  0.00004  | nm (air) |  27.91585952  -   33.6831238  |   3 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         215.638    |  0.005    |         215.63583  |  0.00003  | nm (air) |  27.91494398  -   33.6628401  |   5 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         216.82822  |  0.00006  |         216.82817  |  0.00003  | nm (air) |  27.94654815  -   33.6628401  |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   116 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).5s |   3D  - 3D*  |                    |           |         212.98184  |           | nm (air) |  27.92987570  -   33.7493889  |  15 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         212.234    |  0.004    |         212.231933 |  0.000023 | nm (air) |  27.91494398  -   33.7550177  |   5 - 7   |            |           |      |    |            |   L7491  |
       |                                     |              |         212.51373  |  0.00005  |         212.51373  |  0.00003  | nm (air) |  27.91494398  -   33.7472746  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         212.550    |  0.004    |         212.54710  |  0.00003  | nm (air) |  27.91585952  -   33.7472746  |   3 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |         212.789    |  0.004    |         212.78723  |  0.00004  | nm (air) |  27.91494398  -   33.7397789  |   5 - 3   |            |           |      |    |            |   L7491  |
       |                                     |              |         212.822    |  0.004    |         212.82069  |  0.00004  | nm (air) |  27.91585952  -   33.7397789  |   3 - 3   |            |           |      |    |            |   L7491  |
       |                                     |              |         213.38684  |  0.00004  |         213.386832 |  0.000024 | nm (air) |  27.94654815  -   33.7550177  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         213.673    |  0.004    |         213.67170  |  0.00003  | nm (air) |  27.94654815  -   33.7472746  |   7 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   117 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2P*).5s |   3D  - 3P*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         165.0020   |  0.0020   |         165.000857 |  0.000014 | nm (vac) |  27.94654815  -   35.4607030  |   7 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   118 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).4d |   3F  - 3F*  |                    |           |         247.48344  |           | nm (air) |  28.08616569  -   33.0944503  |  21 - 21  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         246.42553  |  0.00006  |         246.42566  |  0.00004  | nm (air) |  28.08293673  -   33.1127178  |   7 - 9   |            |           |      |    |            |  L11520  |
       |                                     |              |         246.710    |  0.005    |         246.70649  |  0.00003  | nm (air) |  28.06469227  -   33.0887483  |   5 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |         247.29445  |  0.00002  |         247.29449  |  0.00004  | nm (air) |  28.10060677  -   33.1127178  |   9 - 9   |            |           |      |    |            |  L11520  |
       |                                     |              |         247.610    |  0.005    |         247.60571  |  0.00003  | nm (air) |  28.08293673  -   33.0887483  |   7 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |         247.65290  |  0.00004  |         247.65283  |  0.00003  | nm (air) |  28.06469227  -   33.0695514  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         248.487    |  0.005    |         248.48289  |  0.00003  | nm (air) |  28.10060677  -   33.0887483  |   9 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |         248.563    |  0.005    |         248.55898  |  0.00003  | nm (air) |  28.08293673  -   33.0695514  |   7 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   119 |                                     |   3F  - 3G*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         241.32214  |  0.00002  |         241.322128 |  0.000024 | nm (air) |  28.06469227  -   33.2008362  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         241.88420  |  0.00001  |         241.884200 |  0.000014 | nm (air) |  28.08293673  -   33.20714657 |   7 - 9   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.181    |  0.005    |         242.182467 |  0.000024 | nm (air) |  28.08293673  -   33.2008362  |   7 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |         242.35239  |  0.00001  |         242.352387 |  0.000014 | nm (air) |  28.10060677  -   33.21491819 |   9 - 11  |            |           |      |    |            |  L11520  |
       |                                     |              |         242.720    |  0.005    |         242.721250 |  0.000014 | nm (air) |  28.10060677  -   33.20714657 |   9 - 9   |            |           |      |    |            |   L7492  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   120 |                                     |   3F  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         234.356    |  0.005    |         234.35679  |  0.00003  | nm (air) |  28.06469227  -   33.3534756  |   5 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         234.542    |  0.005    |         234.54523  |  0.00007  | nm (air) |  28.06469227  -   33.3492268  |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         235.167    |  0.005    |         235.16810  |  0.00003  | nm (air) |  28.08293673  -   33.3534756  |   7 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         235.233    |  0.005    |         235.233334 |  0.000018 | nm (air) |  28.08293673  -   33.3520142  |   7 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |         236.026    |  0.005    |         236.024917 |  0.000019 | nm (air) |  28.10060677  -   33.3520142  |   9 - 7   |            |           |      |    |            |   L7492  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   121 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).5s |   3F  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         218.40267  |  0.00004  |         218.40267  |  0.00004  | nm (air) |  28.06469227  -   33.7397789  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         218.81716  |  0.00004  |         218.81716  |  0.00003  | nm (air) |  28.08293673  -   33.7472746  |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         219.20137  |  0.00003  |         219.201359 |  0.000025 | nm (air) |  28.10060677  -   33.7550177  |   9 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   122 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2P*).4d |   3F  - 3F*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         181.4630   |  0.0020   |         181.46831  |  0.00004  | nm (vac) |  28.06469227  -   34.8969705  |   5 - 5   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   123 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).4d |   1F  - 3F*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         251.0104   |  0.0020   |         251.00463  |  0.00004  | nm (air) |  28.17468645  -   33.1127178  |   7 - 9   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   124 |                                     |   1F  - 3G*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         246.6084   |  0.0020   |         246.60371  |  0.00003  | nm (air) |  28.17468645  -   33.2008362  |   7 - 7   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   125 | 3s2.3p3.(2D*).4p - 3s2.3p3.(4S*).5s |   3P  - 3S*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         477.2166   |  0.0020   |         477.2189   |  0.0003   | nm (air) |  28.71813306  -   31.3154643  |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         480.1368   |  0.0020   |         480.1405   |  0.0003   | nm (air) |  28.7339376   -   31.3154643  |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   126 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).4d |   3P  - 3D*  |                    |           |         266.45603  |           | nm (air) |  28.70024463  -   33.3519439  |   9 - 15  |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         265.377    |  0.005    |         265.37186  |  0.00004  | nm (air) |  28.68277299  -   33.3534756  |   5 - 5   |            |           |      |    |            |   L7492  |
       |                                     |              |         265.45492  |  0.00003  |         265.454924 |  0.000023 | nm (air) |  28.68277299  -   33.3520142  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         265.617    |  0.005    |         265.61350  |  0.00009  | nm (air) |  28.68277299  -   33.3492268  |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         267.39635  |  0.00004  |         267.39633  |  0.00004  | nm (air) |  28.71813306  -   33.3534756  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         267.646    |  0.005    |         267.64167  |  0.00009  | nm (air) |  28.71813306  -   33.3492268  |   3 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         268.55827  |  0.00010  |         268.55823  |  0.00009  | nm (air) |  28.7339376   -   33.3492268  |   1 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   127 |                                     |   3P  - 1P*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         256.329    |  0.004    |         256.321    |  0.005    | nm (air) |  28.7339376   -   33.56955    |   1 - 3   |            |           |      |    |            |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   128 |                                     |   3P  - 3P*  |                    |           |         249.29183  |           | nm (air) |  28.70024463  -   33.6722010  |   9 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         247.87619  |  0.00004  |         247.87613  |  0.00006  | nm (air) |  28.68277299  -   33.6831238  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         248.88577  |  0.00003  |         248.88580  |  0.00004  | nm (air) |  28.68277299  -   33.6628401  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         249.48515  |  0.00009  |         249.48515  |  0.00009  | nm (air) |  28.71813306  -   33.6862370  |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |         249.640    |  0.005    |         249.64160  |  0.00006  | nm (air) |  28.71813306  -   33.6831238  |   3 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         250.43877  |  0.00005  |         250.43885  |  0.00006  | nm (air) |  28.7339376   -   33.6831238  |   1 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         250.66580  |  0.00006  |         250.66573  |  0.00004  | nm (air) |  28.71813306  -   33.6628401  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   129 |                                     |   3P  - 3S*  |                    |           |         246.3152   |           | nm (air) |  28.70024463  -   33.73228    |   9 - 3   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         245.463    |  0.005    |         245.4628   |  0.0024   | nm (air) |  28.68277299  -   33.73228    |   5 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         247.192    |  0.005    |         247.1940   |  0.0024   | nm (air) |  28.71813306  -   33.73228    |   3 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |         247.976    |  0.005    |         247.9757   |  0.0025   | nm (air) |  28.7339376   -   33.73228    |   1 - 3   |            |           |      |    |            |   L7492  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   130 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).5s |   3P  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         244.36243  |  0.00007  |         244.36249  |  0.00003  | nm (air) |  28.68277299  -   33.7550177  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         244.743    |  0.004    |         244.73612  |  0.00004  | nm (air) |  28.68277299  -   33.7472746  |   5 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |         246.462    |  0.004    |         246.45700  |  0.00004  | nm (air) |  28.71813306  -   33.7472746  |   3 - 5   |            |           |      |    |            |   L7491  |
       |                                     |              |         246.830    |  0.004    |         246.82490  |  0.00006  | nm (air) |  28.71813306  -   33.7397789  |   3 - 3   |            |           |      |    |            |   L7491  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   131 | 3s2.3p3.(2D*).4p - 3s2.3p3.(2D*).4d |   1D  - 1P*  |         288.1605   |  0.0020   |         288.166    |  0.006    | nm (air) |  29.26828372  -   33.56955    |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   132 | 3s2.3p3.(2P*).4p - 3s2.3p3.(2P*).4d |   3S  - 3P*  |                    |           |         233.26246  |           | nm (air) |  29.6562805   -   34.9698735  |   3 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         232.99195  |  0.00007  |         232.99202  |  0.00004  | nm (air) |  29.6562805   -   34.9760407  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         233.52989  |  0.00003  |         233.52989  |  0.00005  | nm (air) |  29.6562805   -   34.9637891  |   3 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |         233.81615  |  0.00029  |         233.8162   |  0.0003   | nm (air) |  29.6562805   -   34.957291   |   3 - 1   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   133 | 3s2.3p3.(2P*).4p - 3s2.3p3.(2P*).5s |   3S  - 3P*  |                    |           |         213.81864  |           | nm (air) |  29.6562805   -   35.453021   |   3 - 9   |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         213.53565  |  0.00004  |         213.53563  |  0.00004  | nm (air) |  29.6562805   -   35.4607030  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         214.1125   |  0.0020   |         214.11620  |  0.00007  | nm (air) |  29.6562805   -   35.4449662  |   3 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         214.3455   |  0.0020   |         214.3455   |  0.0018   | nm (air) |  29.6562805   -   35.43878    |   3 - 1   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   134 | 3s2.3p3.(2P*).4p - 3s2.3p3.(2P*).4d |   3D  - 3F*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         241.99242  |  0.00003  |         241.99242  |  0.00010  | nm (air) |  29.7750520   -   34.8969705  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.54917  |  0.00002  |         242.54917  |  0.00004  | nm (air) |  29.7882517   -   34.8984141  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.61764  |  0.00009  |         242.61771  |  0.00007  | nm (air) |  29.7882517   -   34.8969705  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         242.74901  |  0.00010  |         242.74896  |  0.00003  | nm (air) |  29.79245706  -   34.8984141  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   135 |                                     |   3D  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         229.13593  |  0.00008  |         229.13590  |  0.00003  | nm (air) |  29.79245706  -   35.2017353  |   7 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   136 | 3s2.3p3.(2P*).4p - 3s2.3p3.(2P*).5s |   3D  - 3P*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         218.66627  |  0.00003  |         218.666277 |  0.000025 | nm (air) |  29.79245706  -   35.4607030  |   7 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         219.11209  |  0.00007  |         219.11208  |  0.00007  | nm (air) |  29.7882517   -   35.4449662  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   137 | 3s2.3p3.(2P*).4p - 3s2.3p3.(2D*).4d |   3P  - 3P*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         353.9219   |  0.0020   |         353.91979  |  0.00011  | nm (air) |  30.18095237  -   33.6831238  |   5 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   138 | 3s2.3p3.(2P*).4p - 3s2.3p3.(2P*).4d |   3P  - 3P*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         256.63789  |  0.00006  |         256.63791  |  0.00005  | nm (air) |  30.1463937   -   34.9760407  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         257.6388   |  0.0020   |         257.6382   |  0.0003   | nm (air) |  30.1463937   -   34.957291   |   3 - 1   |            |           |      |    |            |   L9366  |
       |                                     |              |         258.48766  |  0.00003  |         258.48764  |  0.00003  | nm (air) |  30.18095237  -   34.9760407  |   5 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         259.14983  |  0.00007  |         259.14982  |  0.00005  | nm (air) |  30.18095237  -   34.9637891  |   5 - 3   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
   139 |                                     |   3P  - 3D*  |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
       |                                     |              |         242.6743   |  0.0020   |         242.6741   |  0.0018   | nm (air) |  30.118809    -   35.22634    |   1 - 3   |            |           |      |    |            |   L9366  |
       |                                     |              |         244.12307  |  0.00003  |         244.12307  |  0.00006  | nm (air) |  30.1463937   -   35.2236126  |   3 - 5   |            |           |      |    |            |  L11520  |
       |                                     |              |         246.86732  |  0.00004  |         246.86733  |  0.00004  | nm (air) |  30.18095237  -   35.2017353  |   5 - 7   |            |           |      |    |            |  L11520  |
       |                                     |              |                    |           |                    |           |          |                               |           |            |           |      |    |            |          |
