---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Mult. |             Configurations              |      Terms     |           Observed   |           |             Ritz     |            |          |         Ei           Ek         |  gi   gk  |     Aki     |     fik     | Acc. |Type|    TP  |    Line  |
  No.  |                                         |                |          Wavelength/ |   Uncert. |          Wavelength/ |    Uncert. |   Unit   |        (eV)         (eV)        |           |   (s^-1)    |             |      |    |   Ref. |    Ref.  |
       |                                         |                |          Wavenumber  |           |          Wavenumber  |            |          |                                 |           |             |             |      |    |        |          |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   679 |                                         |    4F  - 4S*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          560.262     |  0.002    |          560.265158  |  0.000010  | nm (air) |  23.070289982  -   25.282631498 |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   680 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).5f |    4F  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          503.440     |  0.002    |          503.440128  |  0.000015  | nm (air) |  22.94864813   -   25.41070124  |  10 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          503.777     |  0.004    |          503.777036  |  0.000015  | nm (air) |  22.94864813   -   25.40905473  |  10 - 10  |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   681 |                                         |    4F  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          516.081     |  0.004    |          516.082641  |  0.000011  | nm (air) |  23.01454553   -   25.41628630  |   8 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          528.3437    |  0.0016   |          528.345700  |  0.000011  | nm (air) |  23.070289982  -   25.41628630  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |          528.8634    |  0.0008   |          528.863551  |  0.000012  | nm (air) |  23.070289982  -   25.41398919  |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          536.4142    |  0.0008   |          536.415428  |  0.000012  | nm (air) |  23.103285166  -   25.41398919  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   682 |                                         |    4F  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          533.512     |  0.002    |          533.510209  |  0.000017  | nm (air) |  23.103285166  -   25.42657193  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   683 |                                         |    4F  - 2[5]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          499.6782    |  0.0008   |          499.679301  |  0.000018  | nm (air) |  22.94864813   -   25.42923159  |  10 - 12  |             |             |      |    |        |  L14821  |
       |                                         |                |          513.2145    |  0.0008   |          513.214532  |  0.000011  | nm (air) |  23.01454553   -   25.42970831  |   8 - 10  |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   684 |                                         |    4F  - 2[1]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          530.256     |  0.002    |          530.256944  |  0.000023  | nm (air) |  23.103285166  -   25.44082574  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   685 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).5f |    4F  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          498.0025    |  0.0008   |          498.003313  |  0.000010  | nm (air) |  23.070289982  -   25.55922152  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   686 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).6f |    4F  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          391.5516    |  0.0012   |          391.55287   |  0.00003   | nm (air) |  23.070289982  -   26.23586749  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   687 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).7f |    4F  - 2[5]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          348.1591    |  0.0006   |          348.1590    |  0.0006    | nm (air) |  22.94864813   -   26.508766    |  10 - 12  |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   688 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).7f |    4F  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          341.6560    |  0.0006   |          341.6560    |  0.0006    | nm (air) |  23.01454553   -   26.642424    |   8 - 10  |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   689 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).8f |    4F  - 2[5]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          324.1708    |  0.0006   |          324.1708    |  0.0006    | nm (air) |  22.94864813   -   26.772202    |  10 - 12  |             |             |      |    |        |  L14821  |
       |                                         |                |          329.8418    |  0.0006   |          329.8421    |  0.0004    | nm (air) |  23.01454553   -   26.772359    |   8 - 10  |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   690 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P).5p    |    4P  - 4P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         3369.9771    |  0.0008   |         3369.9770    |  0.0005    | nm (vac) |  23.11937815   -   23.48728630  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         3484.8035    |  0.0006   |         3484.8037    |  0.0005    | nm (vac) |  23.08230349   -   23.438088809 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         3890.181     |  0.003    |         3890.1805    |  0.0006    | nm (vac) |  23.11937815   -   23.438088809 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         4355.681     |  0.003    |         4355.6803    |  0.0008    | nm (vac) |  23.11937815   -   23.404027598 |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         5332.841     |  0.004    |         5332.8396    |  0.0011    | nm (vac) |  23.17153570   -   23.404027598 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   691 |                                         |    4P  - 4D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2345.95569   |  0.00017  |         2345.9556    |  0.0003    | nm (vac) |  23.11937815   -   23.64788005  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         2541.3175    |  0.0014   |         2541.3174    |  0.0003    | nm (vac) |  23.08230349   -   23.570177223 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2750.3210    |  0.0014   |         2750.3206    |  0.0003    | nm (vac) |  23.11937815   -   23.570177223 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   692 |                                         |    4P  - 2P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2683.9516    |  0.0005   |         2683.9540    |  0.0004    | nm (vac) |  23.11937815   -   23.58132422  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         2765.1969    |  0.0014   |         2765.2011    |  0.0003    | nm (vac) |  23.17153570   -   23.619908872 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   693 |                                         |    4P  - 2D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2762.2573    |  0.0008   |         2762.2569    |  0.0003    | nm (vac) |  23.17153570   -   23.620386781 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   694 |                                         |    4P  - 2S*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2235.9562    |  0.0010   |         2235.95511   |  0.00020   | nm (vac) |  23.11937815   -   23.67388033  |   4 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   695 |                                         |    4P  - 4S*   |                      |           |         2203.25819   |            | nm (vac) |  23.13927782   -   23.702008951 |  12 - 4   |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2000.6955    |  0.0003   |         2000.69560   |  0.00016   | nm (vac) |  23.08230349   -   23.702008951 |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2128.00635   |  0.00014  |         2128.00626   |  0.00018   | nm (vac) |  23.11937815   -   23.702008951 |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         2337.23763   |  0.00016  |         2337.23753   |  0.00022   | nm (vac) |  23.17153570   -   23.702008951 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   696 |    3s2.3p4.(3P).4d - 3s2.3p4.(1S).4p    |    4P  - 2P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1966.5965    |  0.0003   |         1966.59598   |  0.00023   | nm (air) |  23.17153570   -   23.80181442  |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   697 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).4f |    4P  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1250.90087   |  0.00011  |         1250.90075   |  0.00006   | nm (air) |  23.17153570   -   24.16242396  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   698 |                                         |    4P  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1167.78958   |  0.00015  |         1167.78966   |  0.00014   | nm (air) |  23.11937815   -   24.18078735  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   699 |                                         |    4P  - 2[1]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1095.42865   |  0.00009  |         1095.42866   |  0.00008   | nm (air) |  23.08230349   -   24.21382629  |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         1097.38009   |  0.00014  |         1097.38012   |  0.00014   | nm (air) |  23.08230349   -   24.21181411  |   2 - 2   |             |             |      |    |        |  L11520  |
       |                                         |                |         1132.53660   |  0.00013  |         1132.53663   |  0.00009   | nm (air) |  23.11937815   -   24.21382629  |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   700 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).4f |    4P  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1009.30072   |  0.00014  |         1009.30033   |  0.00010   | nm (air) |  23.08230349   -   24.31038415  |   2 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         1039.26187   |  0.00003  |         1039.26182   |  0.00006   | nm (air) |  23.11937815   -   24.31205385  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         1040.7186    |  0.0002   |         1040.71879   |  0.00010   | nm (air) |  23.11937815   -   24.31038415  |   4 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         1086.78848   |  0.00011  |         1086.78891   |  0.00007   | nm (air) |  23.17153570   -   24.31205385  |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   701 |                                         |    4P  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         1060.769     |  0.003    |         1060.76773   |  0.00006   | nm (air) |  23.17153570   -   24.34003126  |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |         1061.94663   |  0.00003  |         1061.94666   |  0.00008   | nm (air) |  23.17153570   -   24.33873405  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   702 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<0>).4f |    4P  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          983.71699   |  0.00010  |          983.71684   |  0.00009   | nm (air) |  23.11937815   -   24.37939735  |   4 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         1026.202     |  0.006    |         1026.19557   |  0.00009   | nm (air) |  23.17153570   -   24.37939735  |   6 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |         1027.36987   |  0.00003  |         1027.36980   |  0.00005   | nm (air) |  23.17153570   -   24.37801682  |   6 - 8   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   703 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P).6p    |    4P  - 4D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          613.483     |  0.002    |          613.483796  |  0.000015  | nm (air) |  23.08230349   -   25.102730005 |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          643.3683    |  0.0008   |          643.370035  |  0.000017  | nm (air) |  23.17153570   -   25.098108804 |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   704 |                                         |    4P  - 2P*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          569.3300    |  0.0008   |          569.331570  |  0.000013  | nm (air) |  23.08230349   -   25.259414577 |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          593.664     |  0.002    |          593.664020  |  0.000014  | nm (air) |  23.17153570   -   25.259414577 |   6 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   705 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<2>).5f |    4P  - 2[4]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          553.5510    |  0.0008   |          553.553408  |  0.000013  | nm (air) |  23.17153570   -   25.41070124  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   706 |                                         |    4P  - 2[3]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          552.1740    |  0.0008   |          552.176121  |  0.000013  | nm (air) |  23.17153570   -   25.41628630  |   6 - 8   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   707 |                                         |    4P  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          537.233     |  0.002    |          537.231557  |  0.000020  | nm (air) |  23.11937815   -   25.42657193  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |          537.894     |  0.002    |          537.891246  |  0.000018  | nm (air) |  23.11937815   -   25.42374234  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   708 |                                         |    4P  - 2[1]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          525.539     |  0.002    |          525.539665  |  0.000025  | nm (air) |  23.08230349   -   25.44082574  |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          525.9174    |  0.0008   |          525.91803   |  0.00003   | nm (air) |  23.08230349   -   25.43912897  |   2 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |          533.933     |  0.002    |          533.932891  |  0.000026  | nm (air) |  23.11937815   -   25.44082574  |   4 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |          534.326     |  0.002    |          534.32344   |  0.00003   | nm (air) |  23.11937815   -   25.43912897  |   4 - 2   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   709 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).5f |    4P  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          508.764     |  0.002    |          508.763614  |  0.000011  | nm (air) |  23.11937815   -   25.55566971  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   710 |    3s2.3p4.(3P).4d - 3s2.3p4.(1D<2>).4f |    4P  - 2[1]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          445.8885    |  0.0008   |          445.887904  |  0.000014  | nm (air) |  23.08230349   -   25.86213691  |   2 - 4   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   711 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P<1>).6f |    4P  - 2[2]* |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |          398.042     |  0.002    |          398.04335   |  0.00003   | nm (air) |  23.11937815   -   26.23333896  |   4 - 6   |             |             |      |    |        |  L14821  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   712 |    3s2.3p4.(3P).4d - 3s2.3p4.(3P).5p    |    2F  - 4D*   |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         3522.6161    |  0.0004   |         3522.6163    |  0.0004    | nm (vac) |  23.162238164  -   23.514204395 |   8 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         3973.0439    |  0.0005   |         3973.0442    |  0.0005    | nm (vac) |  23.258113744  -   23.570177223 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   713 |                                         |    2F  - 2P*   |         3426.9187    |  0.0015   |         3426.9173    |  0.0004    | nm (vac) |  23.258113744  -   23.619908872 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   714 |                                         |    2F  - 2D*   |                      |           |         2805.62262   |            | nm (vac) |  23.203327698  -   23.645241011 |  14 - 10  |             |             |      |    |        |          |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
       |                                         |                |         2706.2002    |  0.0002   |         2706.20043   |  0.00022   | nm (vac) |  23.162238164  -   23.620386781 |   8 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |         2921.3404    |  0.0003   |         2921.34031   |  0.00026   | nm (vac) |  23.258113744  -   23.682522355 |   6 - 4   |             |             |      |    |        |  L11520  |
       |                                         |                |         3422.3968    |  0.0013   |         3422.3965    |  0.0004    | nm (vac) |  23.258113744  -   23.620386781 |   6 - 6   |             |             |      |    |        |  L11520  |
       |                                         |                |                      |           |                      |            |          |                                 |           |             |             |      |    |        |          |
   715 |    3s2.3p4.(3P).4d - 3s2.3p4.(1S).4p    |    2F  - 2P*   |         2280.37638   |  0.00018  |         2280.3760    |  0.0003    | nm (vac) |  23.258113744  -   23.80181442  |   6 - 4   |             |             |      |    |        |  L11520  |
